Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_1_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 04/10  09:00:00,,,,,,,,,17926606.53095614,0.0,9843613.389208741 
 04/10  10:00:00,,,,,,,,,16378072.79382084,0.0,8202851.4996310845 
 04/10  11:00:00,,,,,,,,,11229443.635577314,0.0,7375715.731941667 
 04/10  12:00:00,,,,,,,,,6223776.989479883,0.0,7375739.529037515 
 04/10  13:00:00,,,,,,,,,4946724.132512749,0.0,4566240.878071144 
 04/10  14:00:00,,,,,,,,,2156603.1089601694,197851.71220182074,7375025.064183796 
 04/10  15:00:00,,,,,,,,,3487401.745155557,2059083.3132262642,4566240.878071144 
 04/10  16:00:00,,,,,,,,,4404815.912379646,6025602.634042991,7375787.038494745 
 04/10  17:00:00,,,,,,,,,4816216.8668386685,9144162.16713865,4566240.878071144 
 04/10  18:00:00,,,,,,,,,5494165.102521731,8510934.605340075,10148879.27599286 
 04/10  19:00:00,,,,,,,,,6181813.022644082,911558.6367854608,8816217.080264758 
 04/10  20:00:00,,,,,,,,,362098.05394692754,0.0,7843584.367418112 
 04/10  21:00:00,,,,,,,,,1363898.6408012984,0.0,7843662.7683089245 
 04/10  22:00:00,,,,,,,,,2009868.883356092,0.0,7767402.733838488 
 04/10  23:00:00,,,,,,,,,2878522.640205506,0.0,7768083.158220736 
 04/10  24:00:00,6.306249999999999,1.0098958333333332,4.036812231529742,59.0,285.4166666666667,172.20089504212828,6.8063890638550575,51262328.38658084,4776175.523438292,0.0,7767243.851988539 
 04/11  01:00:00,,,,,,,,,4036757.7512247683,0.0,7220344.521477686 
 04/11  02:00:00,,,,,,,,,2074193.4115282707,0.0,4566240.878071144 
 04/11  03:00:00,,,,,,,,,2657299.72096836,0.0,4566240.878071144 
 04/11  04:00:00,,,,,,,,,3116963.190417595,0.0,4566240.878071144 
 04/11  05:00:00,,,,,,,,,3226848.5548420325,0.0,7220905.915086299 
 04/11  06:00:00,,,,,,,,,3105095.0929950904,0.0,4566240.878071144 
 04/11  07:00:00,,,,,,,,,1444202.096403101,0.0,7767379.816906875 
 04/11  08:00:00,,,,,,,,,17993814.92135989,129666.14119040096,7767435.569584491 
 04/11  09:00:00,,,,,,,,,10570220.22531235,0.0,10869262.760013575 
 04/11  10:00:00,,,,,,,,,7591949.209150035,0.0,9172239.720561516 
 04/11  11:00:00,,,,,,,,,4980490.498802791,0.0,7141471.053468309 
 04/11  12:00:00,,,,,,,,,3163594.244777883,0.0,4800284.851151791 
 04/11  13:00:00,,,,,,,,,1684800.9236312087,0.0,7375701.9108203165 
 04/11  14:00:00,,,,,,,,,871940.0960952179,2064540.904383385,4566240.878071144 
 04/11  15:00:00,,,,,,,,,746837.5225003664,14184561.854876012,7375725.6642760355 
 04/11  16:00:00,,,,,,,,,844109.0753688983,25488560.799936615,4566240.878071144 
 04/11  17:00:00,,,,,,,,,1124761.3422722374,29984211.417994346,7375749.436745128 
 04/11  18:00:00,,,,,,,,,1545594.0010194927,22645067.25428775,7843817.155740125 
 04/11  19:00:00,,,,,,,,,2121804.6702083233,8547020.161962772,7843646.298219211 
 04/11  20:00:00,,,,,,,,,0.0,0.0,9241941.175613891 
 04/11  21:00:00,,,,,,,,,0.0,0.0,9723271.749401035 
 04/11  22:00:00,,,,,,,,,0.0,0.0,7767419.422334173 
 04/11  23:00:00,,,,,,,,,0.0,0.0,7767308.472336744 
 04/11  24:00:00,8.763020833333332,1.390625,5.322812563923017,50.747395833333336,328.9192708333333,172.2646063022095,7.133500429217282,53864606.488992445,0.0,0.0,7767993.077090552 
 04/12  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/12  02:00:00,,,,,,,,,223385.20754555918,0.0,4566240.878071144 
 04/12  03:00:00,,,,,,,,,501763.1775246754,0.0,7220384.469136005 
 04/12  04:00:00,,,,,,,,,632158.5265732546,0.0,4566240.878071144 
 04/12  05:00:00,,,,,,,,,667578.5705735201,0.0,4566240.878071144 
 04/12  06:00:00,,,,,,,,,844117.6838638261,0.0,7220921.080497679 
 04/12  07:00:00,,,,,,,,,96448.29902756886,0.0,7767588.055813675 
 04/12  08:00:00,,,,,,,,,12710693.36965976,11705.543380808987,7767226.760879112 
 04/12  09:00:00,,,,,,,,,5971153.2653218955,0.0,8202343.90647615 
 04/12  10:00:00,,,,,,,,,2750977.4438336594,0.0,11525678.932814792 
 04/12  11:00:00,,,,,,,,,758534.6962760205,0.0,4806915.714773037 
 04/12  12:00:00,,,,,,,,,98306.85958851127,0.0,7375701.301779753 
 04/12  13:00:00,,,,,,,,,0.0,540031.161865915,4566240.878071144 
 04/12  14:00:00,,,,,,,,,0.0,5913595.235508097,7375725.11165649 
 04/12  15:00:00,,,,,,,,,0.0,15720722.167344,4566240.878071144 
 04/12  16:00:00,,,,,,,,,0.0,20268493.68586751,7375748.884976075 
 04/12  17:00:00,,,,,,,,,0.0,12798184.310082044,7375772.624977211 
 04/12  18:00:00,,,,,,,,,22155.80758246087,3968071.8824287253,7843453.296045876 
 04/12  19:00:00,,,,,,,,,373315.9239865213,490271.70407190314,7844359.340582909 
 04/12  20:00:00,,,,,,,,,0.0,0.0,7843755.246341196 
 04/12  21:00:00,,,,,,,,,0.0,0.0,7844058.494623622 
 04/12  22:00:00,,,,,,,,,0.0,0.0,7767415.539969606 
 04/12  23:00:00,,,,,,,,,0.0,0.0,8893412.60050491 
 04/12  24:00:00,13.200000000000003,5.578645833333333,9.3215630010662,85.29947916666667,164.92447916666666,172.32727598920746,7.458546129697012,53129739.0052011,0.0,0.0,9174917.78254483 
 04/13  01:00:00,,,,,,,,,0.0,0.0,5117763.504910558 
 04/13  02:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/13  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/13  04:00:00,,,,,,,,,0.0,0.0,7220935.086316497 
 04/13  05:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/13  06:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/13  07:00:00,,,,,,,,,0.0,0.0,7767927.732152315 
 04/13  08:00:00,,,,,,,,,6894002.781293112,0.0,7767218.124623155 
 04/13  09:00:00,,,,,,,,,2394687.1111659613,0.0,11840066.846070511 
 04/13  10:00:00,,,,,,,,,489035.3449468063,0.0,8202590.216695577 
 04/13  11:00:00,,,,,,,,,135542.34422727878,0.0,7375471.663092287 
 04/13  12:00:00,,,,,,,,,155759.0039435089,0.0,4566240.878071144 
 04/13  13:00:00,,,,,,,,,348385.1306649392,0.0,7375684.558677257 
 04/13  14:00:00,,,,,,,,,652355.8169151573,0.0,4566240.878071144 
 04/13  15:00:00,,,,,,,,,114964.793914844,490533.81272855535,7375268.032459775 
 04/13  16:00:00,,,,,,,,,834983.4868026376,626623.3333984852,7375744.139842333 
 04/13  17:00:00,,,,,,,,,1313290.4148159819,532002.1878804828,4566240.878071144 
 04/13  18:00:00,,,,,,,,,1707429.1389701837,385387.41734088067,7844021.396710136 
 04/13  19:00:00,,,,,,,,,2252934.2876952137,0.0,8675649.02818357 
 04/13  20:00:00,,,,,,,,,0.0,0.0,10181074.01533113 
 04/13  21:00:00,,,,,,,,,0.0,0.0,7951297.218286976 
 04/13  22:00:00,,,,,,,,,0.0,0.0,7767582.244868606 
 04/13  23:00:00,,,,,,,,,0.0,0.0,7768097.828465506 
 04/13  24:00:00,13.000520833333331,9.748958333333333,11.15715330415424,74.53385416666667,45.651041666666664,172.3888375971244,7.781442150669149,51972772.892837785,0.0,0.0,7767228.727009682 
 04/14  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/14  02:00:00,,,,,,,,,0.0,0.0,7220765.321211283 
 04/14  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/14  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/14  05:00:00,,,,,,,,,64715.49521861921,0.0,4566240.878071144 
 04/14  06:00:00,,,,,,,,,164420.78519728122,0.0,7220811.5789010255 
 04/14  07:00:00,,,,,,,,,0.0,0.0,7767407.345472908 
 04/14  08:00:00,,,,,,,,,11095463.06854221,0.0,7768038.602830237 
 04/14  09:00:00,,,,,,,,,4827617.643057301,0.0,8203013.527739629 
 04/14  10:00:00,,,,,,,,,1742801.4345669057,72684.32723111691,11840086.076595241 
 04/14  11:00:00,,,,,,,,,410233.4047113746,216001.8093620213,4566240.878071144 
 04/14  12:00:00,,,,,,,,,108497.46573338762,289161.511152789,7375231.399614971 
 04/14  13:00:00,,,,,,,,,0.0,403782.195331476,4566240.878071144 
 04/14  14:00:00,,,,,,,,,0.0,4263309.154895507,7375347.455687883 
 04/14  15:00:00,,,,,,,,,0.0,14329553.957168948,7177050.149962025 
 04/14  16:00:00,,,,,,,,,0.0,22723763.254363373,4764731.278745871 
 04/14  17:00:00,,,,,,,,,38293.04735645588,23048596.781303484,7375704.918223722 
 04/14  18:00:00,,,,,,,,,497003.39729599823,17944566.200294133,7844130.907162062 
 04/14  19:00:00,,,,,,,,,1062606.611616136,7977185.8912598,7843500.8087052265 
 04/14  20:00:00,,,,,,,,,0.0,0.0,7843433.150929877 
 04/14  21:00:00,,,,,,,,,0.0,0.0,7843712.141255181 
 04/14  22:00:00,,,,,,,,,0.0,0.0,9078437.547324091 
 04/14  23:00:00,,,,,,,,,0.0,0.0,9173614.75309883 
 04/14  24:00:00,11.805729166666664,8.502083333333333,9.98627814802015,61.955729166666664,262.2890625,172.44922581759457,8.102104831513975,53797781.48002103,0.0,0.0,8252631.597399454 
 04/15  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/15  02:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/15  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/15  04:00:00,,,,,,,,,0.0,0.0,7220595.790548156 
 04/15  05:00:00,,,,,,,,,4755.7925551419485,0.0,4566240.878071144 
 04/15  06:00:00,,,,,,,,,38461.34210866524,0.0,4566240.878071144 
 04/15  07:00:00,,,,,,,,,0.0,0.0,7767438.884854278 
 04/15  08:00:00,,,,,,,,,9231622.008485902,0.0,7766969.819158548 
 04/15  09:00:00,,,,,,,,,4031219.651533297,14847.067514363245,11840062.097480021 
 04/15  10:00:00,,,,,,,,,1821543.8493204894,42013.76171446484,8202529.348475752 
 04/15  11:00:00,,,,,,,,,763900.0091490287,71915.57717257994,7375423.397984799 
 04/15  12:00:00,,,,,,,,,247365.7160681443,129442.71619207555,4566240.878071144 
 04/15  13:00:00,,,,,,,,,27880.107562957437,177935.4339189078,7375274.942575004 
 04/15  14:00:00,,,,,,,,,0.0,1658958.2569663087,5631949.497366814 
 04/15  15:00:00,,,,,,,,,0.0,4680846.680058036,6309468.402109157 
 04/15  16:00:00,,,,,,,,,0.0,6156364.831484778,7375129.55257889 
 04/15  17:00:00,,,,,,,,,146430.11716214096,6346732.816259701,4566240.878071144 
 04/15  18:00:00,,,,,,,,,873417.8446103807,3992362.7591537014,7843506.5777384285 
 04/15  19:00:00,,,,,,,,,1461288.563060108,361057.2982006349,9618498.16907363 
 04/15  20:00:00,,,,,,,,,0.0,0.0,9346877.76214043 
 04/15  21:00:00,,,,,,,,,0.0,0.0,7843525.444900656 
 04/15  22:00:00,,,,,,,,,0.0,0.0,7768021.570071962 
 04/15  23:00:00,,,,,,,,,0.0,0.0,7767343.482733241 
 04/15  24:00:00,8.714583333333332,5.780208333333334,7.245989281135571,108.375,46.341145833333336,172.50837659501974,8.420450865055145,51474496.04906338,0.0,0.0,7767364.686379001 
 04/16  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/16  02:00:00,,,,,,,,,0.0,0.0,7220906.526925471 
 04/16  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/16  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/16  05:00:00,,,,,,,,,1828.4760698406667,0.0,5419509.529616536 
 04/16  06:00:00,,,,,,,,,55128.26714534919,0.0,6367157.934824422 
 04/16  07:00:00,,,,,,,,,0.0,0.0,7767963.341465812 
 04/16  08:00:00,,,,,,,,,11477954.515615657,16984.19819741972,7767589.508958008 
 04/16  09:00:00,,,,,,,,,5226814.7081660135,75577.6117809832,8720671.43170664 
 04/16  10:00:00,,,,,,,,,2358648.0068641677,164155.16585433233,11321874.510094328 
 04/16  11:00:00,,,,,,,,,690259.647993252,353460.22606768284,4566240.878071144 
 04/16  12:00:00,,,,,,,,,193454.83662505503,595715.5538711728,7375780.921967987 
 04/16  13:00:00,,,,,,,,,25732.629809910308,790476.3730361161,4885592.435727809 
 04/16  14:00:00,,,,,,,,,0.0,6100544.638109954,7055776.192232322 
 04/16  15:00:00,,,,,,,,,0.0,19122793.588288672,7375366.172304149 
 04/16  16:00:00,,,,,,,,,0.0,29538282.520775035,4566240.878071144 
 04/16  17:00:00,,,,,,,,,38162.39295743036,31587605.043256525,7375235.237340914 
 04/16  18:00:00,,,,,,,,,418113.6536610577,25911616.272117708,7844373.821826519 
 04/16  19:00:00,,,,,,,,,1023557.3356005861,13795344.574508987,7843544.722249251 
 04/16  20:00:00,,,,,,,,,0.0,0.0,7843446.641601409 
 04/16  21:00:00,,,,,,,,,0.0,0.0,8697802.025671626 
 04/16  22:00:00,,,,,,,,,0.0,0.0,9173605.634714935 
 04/16  23:00:00,,,,,,,,,0.0,0.0,8728189.167173255 
 04/16  24:00:00,10.474479166666667,3.4536458333333333,7.15920638517446,63.4140625,301.703125,172.56622718316692,8.736397298051704,53813920.16668864,0.0,0.0,7767435.5566043975 
 04/17  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/17  02:00:00,,,,,,,,,4260.533724256844,0.0,4566240.878071144 
 04/17  03:00:00,,,,,,,,,165826.32209024188,0.0,5258725.930951478 
 04/17  04:00:00,,,,,,,,,354453.6324099614,0.0,6528002.819501056 
 04/17  05:00:00,,,,,,,,,660527.3122600252,0.0,4566240.878071144 
 04/17  06:00:00,,,,,,,,,457917.6065321195,0.0,4566240.878071144 
 04/17  07:00:00,,,,,,,,,0.0,0.0,7767528.274787219 
 04/17  08:00:00,,,,,,,,,10896229.759190943,14031.386904258286,8481533.43611534 
 04/17  09:00:00,,,,,,,,,5358188.152543066,81108.11323362986,11029425.5462618 
 04/17  10:00:00,,,,,,,,,2623195.5297205565,310614.547549056,8202338.717734108 
 04/17  11:00:00,,,,,,,,,913450.3353004484,702487.9865151083,7375756.720810289 
 04/17  12:00:00,,,,,,,,,322985.5653365692,891606.2506363126,4566240.878071144 
 04/17  13:00:00,,,,,,,,,57710.81358135972,1091419.5126988986,7375780.445632746 
 04/17  14:00:00,,,,,,,,,0.0,7367220.469282728,7375804.107638642 
 04/17  15:00:00,,,,,,,,,0.0,21468766.06201971,4566240.878071144 
 04/17  16:00:00,,,,,,,,,0.0,34319768.23095672,7375703.788588583 
 04/17  17:00:00,,,,,,,,,0.0,40162142.316134766,4566240.878071144 
 04/17  18:00:00,,,,,,,,,200687.87058386698,36251607.55257911,8557977.795577662 
 04/17  19:00:00,,,,,,,,,655462.2811148704,20332447.2819485,10181065.028894193 
 04/17  20:00:00,,,,,,,,,0.0,942042.9260760087,8069871.874227576 
 04/17  21:00:00,,,,,,,,,0.0,0.0,7844225.103725016 
 04/17  22:00:00,,,,,,,,,0.0,0.0,7767350.003729181 
 04/17  23:00:00,,,,,,,,,0.0,0.0,7767357.858113995 
 04/17  24:00:00,11.550520833333335,0.5458333333333333,6.5001636266126495,45.135416666666664,396.4270833333333,172.62271620324114,9.049861532809494,51390333.267639115,0.0,0.0,7768017.772297369 
 04/18  01:00:00,,,,,,,,,0.0,0.0,5988396.6141698975 
 04/18  02:00:00,,,,,,,,,0.0,0.0,5798188.783287848 
 04/18  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/18  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/18  05:00:00,,,,,,,,,96069.65161845775,0.0,7220910.426154064 
 04/18  06:00:00,,,,,,,,,166686.23743182924,0.0,4566240.878071144 
 04/18  07:00:00,,,,,,,,,0.0,0.0,7767497.472122835 
 04/18  08:00:00,,,,,,,,,7905571.82930729,164340.16939540269,7767526.3050913 
 04/18  09:00:00,,,,,,,,,2746476.367384237,424708.9367340437,9676467.590314012 
 04/18  10:00:00,,,,,,,,,991324.4253766777,770553.2158207381,10365065.562685393 
 04/18  11:00:00,,,,,,,,,246113.01178244615,1097355.5297683312,4566240.878071144 
 04/18  12:00:00,,,,,,,,,9512.229604878576,1966267.939038463,7375717.756859843 
 04/18  13:00:00,,,,,,,,,0.0,3302764.7414037194,7375741.541468307 
 04/18  14:00:00,,,,,,,,,0.0,10388893.106961466,4566240.878071144 
 04/18  15:00:00,,,,,,,,,0.0,24575473.307794474,7375765.289573051 
 04/18  16:00:00,,,,,,,,,0.0,37788743.07206468,4566240.878071144 
 04/18  17:00:00,,,,,,,,,0.0,42815802.09810475,7375789.001256059 
 04/18  18:00:00,,,,,,,,,0.0,36626701.46631734,7843532.257694774 
 04/18  19:00:00,,,,,,,,,169980.40247654205,20058807.861764736,7844239.746477045 
 04/18  20:00:00,,,,,,,,,0.0,1177748.205110165,7843515.966773659 
 04/18  21:00:00,,,,,,,,,0.0,0.0,9979740.85977565 
 04/18  22:00:00,,,,,,,,,0.0,0.0,8881933.0430923 
 04/18  23:00:00,,,,,,,,,0.0,0.0,7767525.731474713 
 04/18  24:00:00,12.680729166666667,1.2052083333333332,7.221028622842685,49.927083333333336,376.1822916666667,172.67778370342424,9.360761329973974,53840218.05718092,0.0,0.0,7767246.364988647 
 04/19  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/19  02:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/19  03:00:00,,,,,,,,,0.0,0.0,7220727.841550868 
 04/19  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/19  05:00:00,,,,,,,,,40907.49607433526,0.0,4566240.878071144 
 04/19  06:00:00,,,,,,,,,121513.78372289315,0.0,4566240.878071144 
 04/19  07:00:00,,,,,,,,,0.0,0.0,8318868.457330365 
 04/19  08:00:00,,,,,,,,,5655598.098225125,379722.7573739164,9174865.777843488 
 04/19  09:00:00,,,,,,,,,1991524.6059935116,655125.9990800787,9616115.792939369 
 04/19  10:00:00,,,,,,,,,922636.2200749523,871878.0034452215,8203044.402449892 
 04/19  11:00:00,,,,,,,,,247441.51553272162,1085957.375620732,7375776.339836352 
 04/19  12:00:00,,,,,,,,,6416.827195649966,1900896.5637919228,7375800.030195216 
 04/19  13:00:00,,,,,,,,,0.0,2952539.660515624,4566240.878071144 
 04/19  14:00:00,,,,,,,,,0.0,9608153.375055742,7375746.14548413 
 04/19  15:00:00,,,,,,,,,0.0,22369133.765308235,4566240.878071144 
 04/19  16:00:00,,,,,,,,,0.0,32997456.844988443,7375520.892298856 
 04/19  17:00:00,,,,,,,,,0.0,37111632.642117664,5204793.056662738 
 04/19  18:00:00,,,,,,,,,36654.05251915684,33266856.53388436,10181058.881393194 
 04/19  19:00:00,,,,,,,,,429542.12014446163,18880859.353375953,8041271.287422752 
 04/19  20:00:00,,,,,,,,,0.0,686324.81006231,7843688.813105155 
 04/19  21:00:00,,,,,,,,,0.0,0.0,7843692.337977928 
 04/19  22:00:00,,,,,,,,,0.0,0.0,7767970.419854275 
 04/19  23:00:00,,,,,,,,,0.0,0.0,7767470.535037819 
 04/19  24:00:00,11.807812500000002,3.9776041666666675,7.856225627916136,56.125,344.4947916666667,172.73137121985644,9.669014812563939,51144827.80948401,0.0,0.0,7767270.370809281 
 04/20  01:00:00,,,,,,,,,0.0,0.0,7220359.596115505 
 04/20  02:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/20  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/20  04:00:00,,,,,,,,,0.0,0.0,7220900.039422361 
 04/20  05:00:00,,,,,,,,,47104.216350817696,0.0,4566240.878071144 
 04/20  06:00:00,,,,,,,,,87758.42443316703,0.0,4566240.878071144 
 04/20  07:00:00,,,,,,,,,0.0,0.0,7767915.289858214 
 04/20  08:00:00,,,,,,,,,6994152.413951298,448152.5930879011,7767753.23602215 
 04/20  09:00:00,,,,,,,,,3524966.844533537,625738.2104911504,11449536.60482596 
 04/20  10:00:00,,,,,,,,,1548406.2921561736,780703.8826397688,8592875.852058519 
 04/20  11:00:00,,,,,,,,,844261.8674784624,924434.7672732577,7375660.545035286 
 04/20  12:00:00,,,,,,,,,272045.1864877773,1070994.5950291932,4566240.878071144 
 04/20  13:00:00,,,,,,,,,33514.39525441611,1680388.791506409,7375453.175148882 
 04/20  14:00:00,,,,,,,,,0.0,8438766.307062602,4566240.878071144 
 04/20  15:00:00,,,,,,,,,0.0,21957355.5306613,7375296.273647763 
 04/20  16:00:00,,,,,,,,,0.0,32746117.2610945,5585094.171786258 
 04/20  17:00:00,,,,,,,,,0.0,36023002.840316825,6356336.570280154 
 04/20  18:00:00,,,,,,,,,122254.57984752448,32185468.064319395,7844248.2587414645 
 04/20  19:00:00,,,,,,,,,626099.1774571297,18729145.933671817,7843453.105381263 
 04/20  20:00:00,,,,,,,,,0.0,698059.2254406369,10018341.371207569 
 04/20  21:00:00,,,,,,,,,0.0,0.0,8946209.339881117 
 04/20  22:00:00,,,,,,,,,0.0,0.0,7767201.601373727 
 04/20  23:00:00,,,,,,,,,0.0,0.0,7767835.144478131 
 04/20  24:00:00,11.286979166666667,3.711979166666667,7.6358037816339825,47.317708333333336,374.03125,172.7834218390177,9.974540471301726,53864933.10289957,0.0,0.0,7767791.299904682 
 04/21  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/21  02:00:00,,,,,,,,,0.0,0.0,6104773.607877902 
 04/21  03:00:00,,,,,,,,,0.0,0.0,5681820.884203929 
 04/21  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/21  05:00:00,,,,,,,,,110613.99524298334,0.0,4566240.878071144 
 04/21  06:00:00,,,,,,,,,166406.7431585884,0.0,7220381.866325957 
 04/21  07:00:00,,,,,,,,,0.0,0.0,7767223.737725622 
 04/21  08:00:00,,,,,,,,,6649496.470549639,462377.41593627527,7767598.917902413 
 04/21  09:00:00,,,,,,,,,3387210.058420616,606503.5257384576,8202510.421096537 
 04/21  10:00:00,,,,,,,,,1416116.5853480713,771793.5180171193,11839969.78017751 
 04/21  11:00:00,,,,,,,,,822013.9180241986,881635.1875459964,4566240.878071144 
 04/21  12:00:00,,,,,,,,,263872.48674767406,1051051.8315610327,7375792.868707875 
 04/21  13:00:00,,,,,,,,,14714.91928093692,1824188.4507010605,4566240.878071144 
 04/21  14:00:00,,,,,,,,,0.0,8428702.196851742,7375816.534102102 
 04/21  15:00:00,,,,,,,,,0.0,18213946.15000917,4839170.2852832 
 04/21  16:00:00,,,,,,,,,0.0,20017984.48063511,7102654.377019068 
 04/21  17:00:00,,,,,,,,,0.0,17599987.88586838,7375393.7141970415 
 04/21  18:00:00,,,,,,,,,65750.75742696441,14014614.267774079,7843527.047482861 
 04/21  19:00:00,,,,,,,,,500066.7817311632,6985683.976641297,7844050.03500052 
 04/21  20:00:00,,,,,,,,,0.0,0.0,7843565.165999122 
 04/21  21:00:00,,,,,,,,,0.0,0.0,7843840.916252135 
 04/21  22:00:00,,,,,,,,,0.0,0.0,7989463.457138807 
 04/21  23:00:00,,,,,,,,,0.0,0.0,9173850.758233257 
 04/21  24:00:00,11.691145833333335,4.777083333333334,8.15763920406028,56.197916666666664,311.5833333333333,172.833880261447,10.27725717129242,53645890.63386295,0.0,0.0,9173717.45736249 
 04/22  01:00:00,,,,,,,,,0.0,0.0,4704361.2543014875 
 04/22  02:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/22  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/22  04:00:00,,,,,,,,,0.0,0.0,7220799.359561386 
 04/22  05:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/22  06:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/22  07:00:00,,,,,,,,,0.0,0.0,7767882.602028759 
 04/22  08:00:00,,,,,,,,,5963171.863963854,608053.2852353108,7767193.6548902355 
 04/22  09:00:00,,,,,,,,,2864478.7760656136,746372.0498574334,11840136.907151073 
 04/22  10:00:00,,,,,,,,,1141254.5645855442,923423.6921416322,8202967.030723158 
 04/22  11:00:00,,,,,,,,,574199.6885584628,1045900.1055832328,7375602.848246044 
 04/22  12:00:00,,,,,,,,,114260.80966410154,1133306.823983578,4566240.878071144 
 04/22  13:00:00,,,,,,,,,0.0,1736394.5327763034,7375711.891868109 
 04/22  14:00:00,,,,,,,,,0.0,6213398.024795894,4566240.878071144 
 04/22  15:00:00,,,,,,,,,0.0,9121519.41514749,7375735.685481193 
 04/22  16:00:00,,,,,,,,,0.0,9570287.71683196,7375759.444824203 
 04/22  17:00:00,,,,,,,,,0.0,9631445.0486878,4566240.878071144 
 04/22  18:00:00,,,,,,,,,72451.64085906076,7944937.213047219,7843958.648899693 
 04/22  19:00:00,,,,,,,,,457052.2785932901,3926490.652640993,8753427.434903847 
 04/22  20:00:00,,,,,,,,,0.0,0.0,10181427.771208633 
 04/22  21:00:00,,,,,,,,,0.0,0.0,7873443.55232045 
 04/22  22:00:00,,,,,,,,,0.0,0.0,7767642.781403538 
 04/22  23:00:00,,,,,,,,,0.0,0.0,7768012.59907486 
 04/22  24:00:00,12.907812499999999,6.053124999999999,9.292521542595845,61.213541666666664,243.79166666666666,172.8826928667228,10.577084160100194,51601665.43494966,0.0,0.0,7767215.276933524 
 04/23  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/23  02:00:00,,,,,,,,,0.0,0.0,7220896.159914633 
 04/23  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/23  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/23  05:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 04/23  06:00:00,,,,,,,,,0.0,0.0,7220547.04764944 
 04/23  07:00:00,,,,,,,,,0.0,0.0,7767452.731685927 
 04/23  08:00:00,,,,,,,,,6085146.777012712,624208.5659663142,7768055.865421291 
 04/23  09:00:00,,,,,,,,,3310705.656275777,712971.0674528074,8203067.16895543 
 04/23  10:00:00,,,,,,,,,1183296.1280644916,807729.6060221352,11840054.171489995 
 04/23  11:00:00,,,,,,,,,280958.40495863196,874087.4865645957,4566240.878071144 
 04/23  12:00:00,,,,,,,,,2407.2057776418656,893538.0794933742,7375310.596937574 
 04/23  13:00:00,,,,,,,,,0.0,1293300.7085035662,4566240.878071144 
 04/23  14:00:00,,,,,,,,,0.0,4057107.329706614,7375473.166968867 
 04/23  15:00:00,,,,,,,,,0.0,7312816.33957869,7362288.318569973 
 04/23  16:00:00,,,,,,,,,0.0,10694012.57466201,4579639.037277397 
 04/23  17:00:00,,,,,,,,,0.0,16759554.605322927,7375720.567749353 
 04/23  18:00:00,,,,,,,,,5941.214190770789,18653868.71720121,7844181.911427438 
 04/23  19:00:00,,,,,,,,,246685.77988769583,11106253.07421663,7843483.59453177 
 04/23  20:00:00,,,,,,,,,0.0,0.0,7843519.121000266 
 04/23  21:00:00,,,,,,,,,0.0,0.0,7843728.016400047 
