Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily),SCENARIO_2_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 01/13  11:00:00,,,,,,,,,,124537177.8002672,0.0,3339296.514321888 
 01/13  12:00:00,,,,,,,,,,102928742.91937038,0.0,6069043.07894017 
 01/13  13:00:00,,,,,,,,,,107901202.78862324,0.0,3339296.514321888 
 01/13  14:00:00,,,,,,,,,,113106257.13667502,0.0,6069181.456037665 
 01/13  15:00:00,,,,,,,,,,114594098.40251869,0.0,3339296.514321888 
 01/13  16:00:00,,,,,,,,,,115600485.84184729,0.0,5335857.714743165 
 01/13  17:00:00,,,,,,,,,,115822874.91488323,0.0,4072142.763420003 
 01/13  18:00:00,,,,,,,,,,117139841.81872195,0.0,6272301.632713116 
 01/13  19:00:00,,,,,,,,,,117959908.98815931,0.0,4725873.963107817 
 01/13  20:00:00,,,,,,,,,,210780953.80895853,0.0,4885369.131837327 
 01/13  21:00:00,,,,,,,,,,207961675.60582855,0.0,6272455.137351148 
 01/13  22:00:00,,,,,,,,,,206364386.6974457,0.0,6241930.126290005 
 01/13  23:00:00,,,,,,,,,,204833422.55987424,0.0,4719562.73614027 
 01/13  24:00:00,3.06875,2.360416666666667,2.8358289344863543,17.5625,42.393229166666664,170.73626714161264,-19.046546298866534,33426355.71659338,0.0,203174301.35596395,0.0,4861008.701592617 
 01/14  01:00:00,,,,,,,,,,202075877.24755186,0.0,5848555.529186201 
 01/14  02:00:00,,,,,,,,,,200567258.8048272,0.0,3484568.332241396 
 01/14  03:00:00,,,,,,,,,,198400281.5659022,0.0,3339296.514321888 
 01/14  04:00:00,,,,,,,,,,197439233.52782992,0.0,3339296.514321888 
 01/14  05:00:00,,,,,,,,,,196032059.83808595,0.0,5993860.524204319 
 01/14  06:00:00,,,,,,,,,,193940559.18409976,0.0,3339296.514321888 
 01/14  07:00:00,,,,,,,,,,192723531.75306484,0.0,6241777.949902605 
 01/14  08:00:00,,,,,,,,,,97292413.56714079,0.0,3339296.514321888 
 01/14  09:00:00,,,,,,,,,,95052394.47358932,0.0,6408168.508734528 
 01/14  10:00:00,,,,,,,,,,92178027.3222576,0.0,6407716.417111129 
 01/14  11:00:00,,,,,,,,,,89031749.80238426,0.0,6068792.734305557 
 01/14  12:00:00,,,,,,,,,,85749593.88568312,0.0,3339296.514321888 
 01/14  13:00:00,,,,,,,,,,82377771.88410003,0.0,6069205.115502704 
 01/14  14:00:00,,,,,,,,,,80033052.28497462,0.0,3339296.514321888 
 01/14  15:00:00,,,,,,,,,,77163634.57633738,0.0,3339296.514321888 
 01/14  16:00:00,,,,,,,,,,74858298.04151021,0.0,6068902.395244544 
 01/14  17:00:00,,,,,,,,,,72156320.99815406,0.0,3339296.514321888 
 01/14  18:00:00,,,,,,,,,,68681757.27736764,0.0,6272576.735261286 
 01/14  19:00:00,,,,,,,,,,66295268.41925089,0.0,6272921.540446116 
 01/14  20:00:00,,,,,,,,,,156030806.15140688,0.0,6272830.713432299 
 01/14  21:00:00,,,,,,,,,,153629851.66314918,0.0,3339296.514321888 
 01/14  22:00:00,,,,,,,,,,151648710.75053906,0.0,6241461.569145799 
 01/14  23:00:00,,,,,,,,,,148591427.96565723,0.0,6241828.684893426 
 01/14  24:00:00,5.563020833333333,5.42812377901065,5.493702489177221,8.604166666666666,10.083333333333334,170.65195738833927,-18.899251516885062,35510948.111705385,0.0,147484123.06525174,0.0,5652889.978222389 
 01/15  01:00:00,,,,,,,,,,146005970.00897735,0.0,3876695.692908559 
 01/15  02:00:00,,,,,,,,,,143913589.287911,0.0,3339296.514321888 
 01/15  03:00:00,,,,,,,,,,143012253.05312318,0.0,3339296.514321888 
 01/15  04:00:00,,,,,,,,,,142826843.57315776,0.0,5993991.234376812 
 01/15  05:00:00,,,,,,,,,,141520596.42497063,0.0,3339296.514321888 
 01/15  06:00:00,,,,,,,,,,140688344.34541065,0.0,3339296.514321888 
 01/15  07:00:00,,,,,,,,,,140036427.28575233,0.0,6241281.767879026 
 01/15  08:00:00,,,,,,,,,,48338590.43462328,0.0,6241970.871069292 
 01/15  09:00:00,,,,,,,,,,48342064.69172714,0.0,6193256.858519549 
 01/15  10:00:00,,,,,,,,,,47376428.75912313,0.0,5504683.886044515 
 01/15  11:00:00,,,,,,,,,,47256750.00962449,0.0,4331855.4045884255 
 01/15  12:00:00,,,,,,,,,,46538432.83696876,0.0,3339296.514321888 
 01/15  13:00:00,,,,,,,,,,46169565.37097186,0.0,6068861.698374551 
 01/15  14:00:00,,,,,,,,,,46384703.863020174,0.0,3339296.514321888 
 01/15  15:00:00,,,,,,,,,,46559130.29015259,0.0,6069197.561245594 
 01/15  16:00:00,,,,,,,,,,47896844.49809576,0.0,3339296.514321888 
 01/15  17:00:00,,,,,,,,,,48777459.268509954,0.0,5604976.374663189 
 01/15  18:00:00,,,,,,,,,,48927887.78218026,0.0,3838463.3543033944 
 01/15  19:00:00,,,,,,,,,,49051070.453000344,0.0,6272201.614829594 
 01/15  20:00:00,,,,,,,,,,142676381.89362276,0.0,6272310.501220692 
 01/15  21:00:00,,,,,,,,,,143449565.3584817,0.0,6272770.358691194 
 01/15  22:00:00,,,,,,,,,,144495451.42928478,0.0,3339296.514321888 
 01/15  23:00:00,,,,,,,,,,145163169.3007898,0.0,6241503.66702586 
 01/15  24:00:00,7.416666666666665,7.193229105955517,7.307908671614335,7.28125,4.541666666666667,170.56979818230636,-18.745947716647326,34053335.15324723,0.0,146598789.8539559,0.0,6241762.442573549 
 01/16  01:00:00,,,,,,,,,,148122773.1134727,0.0,3339296.514321888 
 01/16  02:00:00,,,,,,,,,,150822831.6637625,0.0,3339296.514321888 
 01/16  03:00:00,,,,,,,,,,154231745.13486522,0.0,5993816.946868759 
 01/16  04:00:00,,,,,,,,,,157679834.6675999,0.0,3339296.514321888 
 01/16  05:00:00,,,,,,,,,,161154011.07959437,0.0,3339296.514321888 
 01/16  06:00:00,,,,,,,,,,164645433.6792694,0.0,3339296.514321888 
 01/16  07:00:00,,,,,,,,,,168914942.62126136,0.0,6241930.483680515 
 01/16  08:00:00,,,,,,,,,,77560914.98373514,0.0,6241274.66007537 
 01/16  09:00:00,,,,,,,,,,92978595.61657369,0.0,6408232.083473796 
 01/16  10:00:00,,,,,,,,,,104834207.05942088,0.0,6407735.659686083 
 01/16  11:00:00,,,,,,,,,,87067756.11282644,0.0,3339296.514321888 
 01/16  12:00:00,,,,,,,,,,74466131.95220557,0.0,6068649.383890649 
 01/16  13:00:00,,,,,,,,,,72726482.15142521,0.0,3339296.514321888 
 01/16  14:00:00,,,,,,,,,,76679026.74687465,0.0,3339296.514321888 
 01/16  15:00:00,,,,,,,,,,82995540.03407304,0.0,6069227.375445075 
 01/16  16:00:00,,,,,,,,,,90007152.78590618,0.0,3339296.514321888 
 01/16  17:00:00,,,,,,,,,,97740962.3433403,0.0,6069153.731049174 
 01/16  18:00:00,,,,,,,,,,104110754.72121516,0.0,5709550.981396405 
 01/16  19:00:00,,,,,,,,,,110861594.6687764,0.0,3902153.473070543 
 01/16  20:00:00,,,,,,,,,,209832764.72113168,0.0,6272082.784996027 
 01/16  21:00:00,,,,,,,,,,215557530.60699236,0.0,6272336.002001362 
 01/16  22:00:00,,,,,,,,,,222187977.6061468,0.0,6241923.919653688 
 01/16  23:00:00,,,,,,,,,,228073622.6274494,0.0,3339296.514321888 
 01/16  24:00:00,5.098958333333333,3.5942708333333333,4.4114609533486,16.8984375,99.90104166666667,170.48986503256413,-18.586697765071545,33650277.677201934,0.0,235098709.27984557,0.0,6241281.134332243 
 01/17  01:00:00,,,,,,,,,,232835990.2623952,0.0,3339296.514321888 
 01/17  02:00:00,,,,,,,,,,228533549.1288405,0.0,5993947.202083973 
 01/17  03:00:00,,,,,,,,,,225213279.8637696,0.0,3339296.514321888 
 01/17  04:00:00,,,,,,,,,,221230991.14478084,0.0,3339296.514321888 
 01/17  05:00:00,,,,,,,,,,226596370.53697142,0.0,3339296.514321888 
 01/17  06:00:00,,,,,,,,,,228255488.586627,0.0,5993673.171068177 
 01/17  07:00:00,,,,,,,,,,225340576.73444578,0.0,3534159.0374661074 
 01/17  08:00:00,,,,,,,,,,125408347.73066494,0.0,6046071.684751438 
 01/17  09:00:00,,,,,,,,,,115922178.12752594,0.0,6408474.397522053 
 01/17  10:00:00,,,,,,,,,,105614943.30702893,0.0,6408327.692767473 
 01/17  11:00:00,,,,,,,,,,95057508.1964514,0.0,4707414.8701076005 
 01/17  12:00:00,,,,,,,,,,84404355.74210085,0.0,4700477.36114422 
 01/17  13:00:00,,,,,,,,,,73785053.03899704,0.0,3339296.514321888 
 01/17  14:00:00,,,,,,,,,,69865679.32719871,0.0,6069122.044786314 
 01/17  15:00:00,,,,,,,,,,68891418.83308992,0.0,3339296.514321888 
 01/17  16:00:00,,,,,,,,,,68589652.05604155,0.0,6069175.496731017 
 01/17  17:00:00,,,,,,,,,,68971761.84325317,0.0,3339296.514321888 
 01/17  18:00:00,,,,,,,,,,68014302.1572333,0.0,6272433.837037129 
 01/17  19:00:00,,,,,,,,,,67407952.87610672,0.0,6272949.512608675 
 01/17  20:00:00,,,,,,,,,,156175730.7136985,0.0,3339296.514321888 
 01/17  21:00:00,,,,,,,,,,152572312.851197,0.0,6272858.706712257 
 01/17  22:00:00,,,,,,,,,,149880198.8773635,0.0,6241430.003447894 
 01/17  23:00:00,,,,,,,,,,146800878.75899482,0.0,6241886.362654299 
 01/17  24:00:00,4.892708333333334,1.05625,3.2070980831057425,17.940104166666668,116.7421875,170.4122304094823,-18.421566874397623,33428658.29945428,0.0,144517014.33268386,0.0,3339296.514321888 
 01/18  01:00:00,,,,,,,,,,142325173.0309189,0.0,5993944.398066934 
 01/18  02:00:00,,,,,,,,,,143576730.49706674,0.0,3339296.514321888 
 01/18  03:00:00,,,,,,,,,,145785610.3925447,0.0,3339296.514321888 
 01/18  04:00:00,,,,,,,,,,147356468.19445652,0.0,3702765.607101122 
 01/18  05:00:00,,,,,,,,,,150066181.77387363,0.0,5630252.156662609 
 01/18  06:00:00,,,,,,,,,,153466209.57203662,0.0,3339296.514321888 
 01/18  07:00:00,,,,,,,,,,156457557.66821107,0.0,6241903.055174526 
 01/18  08:00:00,,,,,,,,,,66615876.11483083,0.0,4479361.642199434 
 01/18  09:00:00,,,,,,,,,,65017689.55167458,0.0,5503555.899501984 
 01/18  10:00:00,,,,,,,,,,63455840.357792065,0.0,6108003.398463467 
 01/18  11:00:00,,,,,,,,,,62310870.89422343,0.0,6069144.645300919 
 01/18  12:00:00,,,,,,,,,,59835611.41338003,0.0,3339296.514321888 
 01/18  13:00:00,,,,,,,,,,57714415.71277139,0.0,6068596.864615932 
 01/18  14:00:00,,,,,,,,,,60598602.90017083,0.0,3339296.514321888 
 01/18  15:00:00,,,,,,,,,,66144611.54121576,0.0,6069025.573023493 
 01/18  16:00:00,,,,,,,,,,71794728.44797216,0.0,3339296.514321888 
 01/18  17:00:00,,,,,,,,,,78532032.15541467,0.0,3339296.514321888 
 01/18  18:00:00,,,,,,,,,,84786880.0830821,0.0,6272895.712902412 
 01/18  19:00:00,,,,,,,,,,90358613.84989381,0.0,6272804.9170574695 
 01/18  20:00:00,,,,,,,,,,188476851.6978235,0.0,6272342.822875716 
 01/18  21:00:00,,,,,,,,,,197171153.75480068,0.0,4829158.321444161 
 01/18  22:00:00,,,,,,,,,,206348661.56461537,0.0,4766926.9189166855 
 01/18  23:00:00,,,,,,,,,,199257623.70684597,0.0,6241940.854832614 
 01/18  24:00:00,5.970833333333334,4.354166666666667,5.196779006561114,13.1640625,5.416666666666667,170.33696363964748,-18.25062253891383,35996265.6849688,0.0,199176715.82662913,0.0,6241268.716409059 
 01/19  01:00:00,,,,,,,,,,208146497.36822867,0.0,3339296.514321888 
 01/19  02:00:00,,,,,,,,,,213748253.1886905,0.0,3339296.514321888 
 01/19  03:00:00,,,,,,,,,,224277020.4544059,0.0,3339296.514321888 
 01/19  04:00:00,,,,,,,,,,227437161.1999223,0.0,5993996.659449331 
 01/19  05:00:00,,,,,,,,,,223649759.12839597,0.0,3339296.514321888 
 01/19  06:00:00,,,,,,,,,,219893051.97333175,0.0,3339296.514321888 
 01/19  07:00:00,,,,,,,,,,217134040.99640718,0.0,6241617.028363738 
 01/19  08:00:00,,,,,,,,,,119981269.5448672,0.0,6241625.471964668 
 01/19  09:00:00,,,,,,,,,,115327278.71877958,0.0,6407903.940833472 
 01/19  10:00:00,,,,,,,,,,109469896.40199241,0.0,6408490.2837918345 
 01/19  11:00:00,,,,,,,,,,102609551.14783254,0.0,3339296.514321888 
 01/19  12:00:00,,,,,,,,,,96753279.32902966,0.0,3339296.514321888 
 01/19  13:00:00,,,,,,,,,,90531528.90614086,0.0,6069230.208262684 
 01/19  14:00:00,,,,,,,,,,87007985.85255817,0.0,3339296.514321888 
 01/19  15:00:00,,,,,,,,,,84353647.99527678,0.0,6069156.566030454 
 01/19  16:00:00,,,,,,,,,,82148375.99812734,0.0,3339296.514321888 
 01/19  17:00:00,,,,,,,,,,80534710.62829743,0.0,6068603.868932564 
 01/19  18:00:00,,,,,,,,,,77736781.33490571,0.0,3339296.514321888 
 01/19  19:00:00,,,,,,,,,,75351209.19595301,0.0,6272903.844452927 
 01/19  20:00:00,,,,,,,,,,162641181.9639156,0.0,6272813.004818272 
 01/19  21:00:00,,,,,,,,,,156223078.25175935,0.0,6272372.934726971 
 01/19  22:00:00,,,,,,,,,,150874477.27276146,0.0,3762056.3355819276 
 01/19  23:00:00,,,,,,,,,,145953464.21890637,0.0,5818897.919779774 
 01/19  24:00:00,4.728645833333332,2.7604166666666665,3.8356967705577554,20.588541666666668,45.817708333333336,170.26413080675835,-18.073934469777765,33651993.352198735,0.0,140796940.80659896,0.0,6241586.858183073 
 01/20  01:00:00,,,,,,,,,,136178717.6557632,0.0,3339296.514321888 
 01/20  02:00:00,,,,,,,,,,133430558.85078803,0.0,3339296.514321888 
 01/20  03:00:00,,,,,,,,,,130294012.23434943,0.0,5993828.622315224 
 01/20  04:00:00,,,,,,,,,,127630079.88662422,0.0,3339296.514321888 
 01/20  05:00:00,,,,,,,,,,125661380.11394519,0.0,3339296.514321888 
 01/20  06:00:00,,,,,,,,,,122600963.03302556,0.0,5993859.200583966 
 01/20  07:00:00,,,,,,,,,,120531937.75912382,0.0,3339296.514321888 
 01/20  08:00:00,,,,,,,,,,30084791.727378827,0.0,6241210.133024368 
 01/20  09:00:00,,,,,,,,,,29352747.403724294,0.0,6407687.944927143 
 01/20  10:00:00,,,,,,,,,,28338320.223425202,0.0,6407842.259133335 
 01/20  11:00:00,,,,,,,,,,25885800.28550513,0.0,3339296.514321888 
 01/20  12:00:00,,,,,,,,,,23703897.34062765,0.0,6069105.838431798 
 01/20  13:00:00,,,,,,,,,,22098976.406975973,0.0,3339296.514321888 
 01/20  14:00:00,,,,,,,,,,25981819.86989991,0.0,6069176.681312747 
 01/20  15:00:00,,,,,,,,,,33276847.091173675,0.0,3339296.514321888 
 01/20  16:00:00,,,,,,,,,,40723419.648400165,0.0,5256091.696550189 
 01/20  17:00:00,,,,,,,,,,47207962.69021653,0.0,4151880.9471918447 
 01/20  18:00:00,,,,,,,,,,53937223.07050202,0.0,6272287.009377581 
 01/20  19:00:00,,,,,,,,,,61271110.5169629,0.0,4684471.522715351 
 01/20  20:00:00,,,,,,,,,,156682277.34290236,0.0,4926757.294486045 
 01/20  21:00:00,,,,,,,,,,158599621.66092432,0.0,6272479.4350312855 
 01/20  22:00:00,,,,,,,,,,161505055.06337246,0.0,6241925.11473847 
 01/20  23:00:00,,,,,,,,,,165087870.92096442,0.0,4675157.446786663 
 01/20  24:00:00,7.680729166666667,3.7843749999999994,5.804442118194583,17.619791666666668,92.41666666666667,170.19379465891816,-17.891574528094953,33426392.196717177,0.0,169074524.5172284,0.0,4905418.856674394 
 01/21  01:00:00,,,,,,,,,,172467950.98853213,0.0,5719704.7313688 
 01/21  02:00:00,,,,,,,,,,174767729.2235208,0.0,3613328.466248505 
 01/21  03:00:00,,,,,,,,,,175267999.3425307,0.0,3339296.514321888 
 01/21  04:00:00,,,,,,,,,,176253177.08362395,0.0,3339296.514321888 
 01/21  05:00:00,,,,,,,,,,176806572.98793325,0.0,5993965.761563569 
 01/21  06:00:00,,,,,,,,,,176683387.7580254,0.0,3339296.514321888 
 01/21  07:00:00,,,,,,,,,,178517288.9156214,0.0,6241814.541604099 
 01/21  08:00:00,,,,,,,,,,86062740.44413315,0.0,3339296.514321888 
 01/21  09:00:00,,,,,,,,,,83735287.53600405,0.0,6408143.580436232 
 01/21  10:00:00,,,,,,,,,,79667541.15433869,0.0,6407709.647514688 
 01/21  11:00:00,,,,,,,,,,75767049.6578665,0.0,6068835.398457967 
 01/21  12:00:00,,,,,,,,,,72391777.94175345,0.0,3339296.514321888 
 01/21  13:00:00,,,,,,,,,,68984338.23184633,0.0,6069200.31160319 
 01/21  14:00:00,,,,,,,,,,68905409.6282098,0.0,3339296.514321888 
 01/21  15:00:00,,,,,,,,,,70894623.62661764,0.0,3339296.514321888 
 01/21  16:00:00,,,,,,,,,,71845698.30466476,0.0,6068853.955685871 
 01/21  17:00:00,,,,,,,,,,73161805.5027929,0.0,3339296.514321888 
 01/21  18:00:00,,,,,,,,,,75002440.78139266,0.0,6272606.226102093 
 01/21  19:00:00,,,,,,,,,,76894351.49499033,0.0,6272916.4670975525 
 01/21  20:00:00,,,,,,,,,,162775042.16501185,0.0,6272825.636159221 
 01/21  21:00:00,,,,,,,,,,153703201.68767607,0.0,3339296.514321888 
 01/21  22:00:00,,,,,,,,,,145498513.9154442,0.0,6241440.103007365 
 01/21  23:00:00,,,,,,,,,,138085405.38119948,0.0,6241867.030490316 
 01/21  24:00:00,5.961458333333333,3.5838541666666663,4.836664168273809,20.760416666666668,77.92708333333333,170.12601452269266,-17.703616656421854,35470813.99489005,0.0,131141510.1999731,0.0,5608251.407366677 
 01/22  01:00:00,,,,,,,,,,123647805.31982674,0.0,3917451.9131268375 
 01/22  02:00:00,,,,,,,,,,129479343.98371148,0.0,3339296.514321888 
 01/22  03:00:00,,,,,,,,,,142309432.65590483,0.0,3339296.514321888 
 01/22  04:00:00,,,,,,,,,,155805853.072614,0.0,5993989.757434839 
 01/22  05:00:00,,,,,,,,,,148721690.57306817,0.0,3339296.514321888 
 01/22  06:00:00,,,,,,,,,,144536507.07727426,0.0,3339296.514321888 
 01/22  07:00:00,,,,,,,,,,155948852.02311507,0.0,6241279.954680279 
 01/22  08:00:00,,,,,,,,,,72200774.8882493,0.0,6241969.288853794 
 01/22  09:00:00,,,,,,,,,,85624416.54684587,0.0,6183064.109205197 
 01/22  10:00:00,,,,,,,,,,87069130.65012002,0.0,5504670.576323282 
 01/22  11:00:00,,,,,,,,,,76964995.23747301,0.0,4340917.768588039 
 01/22  12:00:00,,,,,,,,,,66787208.339468114,0.0,3339296.514321888 
 01/22  13:00:00,,,,,,,,,,56634173.91606355,0.0,6068867.0458376035 
 01/22  14:00:00,,,,,,,,,,57346427.804273814,0.0,3339296.514321888 
 01/22  15:00:00,,,,,,,,,,63438645.07415511,0.0,6069197.018865036 
 01/22  16:00:00,,,,,,,,,,68822424.50247484,0.0,3339296.514321888 
 01/22  17:00:00,,,,,,,,,,75256648.70340824,0.0,5595911.491406107 
 01/22  18:00:00,,,,,,,,,,82487194.27750392,0.0,3848210.2034350215 
 01/22  19:00:00,,,,,,,,,,88435369.83236367,0.0,6272200.775699563 
 01/22  20:00:00,,,,,,,,,,180342219.60215732,0.0,6272314.260092894 
 01/22  21:00:00,,,,,,,,,,138397616.0558338,0.0,6272778.732824464 
 01/22  22:00:00,,,,,,,,,,102360916.84155615,0.0,3339296.514321888 
 01/22  23:00:00,,,,,,,,,,130784830.86907071,0.0,6241497.969954763 
 01/22  24:00:00,6.459895833333332,4.8500000000000005,5.832915277655192,23.450520833333332,8.34375,170.06084622426587,-17.510136808863354,34089612.696175225,0.0,173157172.34662333,0.0,6241770.80301718 
 01/23  01:00:00,,,,,,,,,,186781234.67148533,0.0,3339296.514321888 
 01/23  02:00:00,,,,,,,,,,187286684.569359,0.0,3339296.514321888 
 01/23  03:00:00,,,,,,,,,,186029325.9359215,0.0,5993839.589651132 
 01/23  04:00:00,,,,,,,,,,185496257.72629258,0.0,3339296.514321888 
 01/23  05:00:00,,,,,,,,,,185343697.17438018,0.0,3339296.514321888 
 01/23  06:00:00,,,,,,,,,,183997888.03586543,0.0,3339296.514321888 
 01/23  07:00:00,,,,,,,,,,184094274.68299794,0.0,6241929.306774892 
 01/23  08:00:00,,,,,,,,,,90549508.12775478,0.0,6241275.671895269 
 01/23  09:00:00,,,,,,,,,,83755083.11328155,0.0,6408225.82329315 
 01/23  10:00:00,,,,,,,,,,76721705.64311421,0.0,6407733.646509103 
 01/23  11:00:00,,,,,,,,,,70114355.52886024,0.0,3339296.514321888 
 01/23  12:00:00,,,,,,,,,,62303923.93321736,0.0,6068654.460635033 
 01/23  13:00:00,,,,,,,,,,54892470.46061292,0.0,3339296.514321888 
 01/23  14:00:00,,,,,,,,,,52433664.56962809,0.0,3339296.514321888 
 01/23  15:00:00,,,,,,,,,,52588059.34732816,0.0,6069226.255333098 
 01/23  16:00:00,,,,,,,,,,52915642.08175659,0.0,3339296.514321888 
 01/23  17:00:00,,,,,,,,,,53480867.686468825,0.0,6069152.61008146 
 01/23  18:00:00,,,,,,,,,,53776202.34826511,0.0,5699838.987380773 
 01/23  19:00:00,,,,,,,,,,53963107.38733518,0.0,3911860.4757362227 
 01/23  20:00:00,,,,,,,,,,144018109.25786072,0.0,6272084.602140697 
 01/23  21:00:00,,,,,,,,,,144097322.71053523,0.0,6272340.14098404 
 01/23  22:00:00,,,,,,,,,,145158352.94539654,0.0,6241922.741550691 
 01/23  23:00:00,,,,,,,,,,145829348.1386389,0.0,3339296.514321888 
 01/23  24:00:00,6.044791666666668,2.7427083333333333,4.498176316052455,18.580729166666668,106.10416666666667,169.99834201798993,-17.311212879936548,33650294.0772985,0.0,147277872.22781768,0.0,6241282.529983647 
 01/24  01:00:00,,,,,,,,,,148820380.23963454,0.0,3339296.514321888 
 01/24  02:00:00,,,,,,,,,,150448662.7444417,0.0,5993946.106380425 
 01/24  03:00:00,,,,,,,,,,151028736.50895768,0.0,3339296.514321888 
 01/24  04:00:00,,,,,,,,,,152084424.44016212,0.0,3339296.514321888 
 01/24  05:00:00,,,,,,,,,,153842875.67346904,0.0,3339296.514321888 
 01/24  06:00:00,,,,,,,,,,154508098.08566505,0.0,5993691.49383897 
 01/24  07:00:00,,,,,,,,,,156326555.26354855,0.0,3523687.2457675245 
 01/24  08:00:00,,,,,,,,,,66549133.31865389,0.0,6056539.34574056 
 01/24  09:00:00,,,,,,,,,,64896764.42086547,0.0,6408473.170069374 
 01/24  10:00:00,,,,,,,,,,63155892.95903154,0.0,6408326.463226482 
 01/24  11:00:00,,,,,,,,,,61807179.429868706,0.0,4688666.170098056 
 01/24  12:00:00,,,,,,,,,,59176437.326046765,0.0,4719226.741132252 
 01/24  13:00:00,,,,,,,,,,56981732.36813059,0.0,3339296.514321888 
 01/24  14:00:00,,,,,,,,,,59962612.607360356,0.0,6069137.633997535 
 01/24  15:00:00,,,,,,,,,,65595346.82940726,0.0,3339296.514321888 
 01/24  16:00:00,,,,,,,,,,71275882.92252572,0.0,6069174.374311557 
 01/24  17:00:00,,,,,,,,,,77019871.58666998,0.0,3339296.514321888 
 01/24  18:00:00,,,,,,,,,,82718372.19820194,0.0,6272439.210479086 
 01/24  19:00:00,,,,,,,,,,88309737.4487567,0.0,6272948.328379218 
 01/24  20:00:00,,,,,,,,,,181807574.15579978,0.0,3339296.514321888 
 01/24  21:00:00,,,,,,,,,,181805431.53281865,0.0,6272857.521565292 
 01/24  22:00:00,,,,,,,,,,182776567.08895963,0.0,6241425.315910464 
 01/24  23:00:00,,,,,,,,,,182054243.14054394,0.0,6241895.647022232 
 01/24  24:00:00,6.0796874999999995,3.0942708333333324,4.683626754947826,18.481770833333332,98.28645833333333,169.93855052258152,-17.106924632374334,33428688.34778164,0.0,182718024.22223148,0.0,3339296.514321888 
 01/25  01:00:00,,,,,,,,,,184152010.27068824,0.0,5993943.300696094 
 01/25  02:00:00,,,,,,,,,,185582492.50172362,0.0,3339296.514321888 
 01/25  03:00:00,,,,,,,,,,188152576.95870036,0.0,3339296.514321888 
 01/25  04:00:00,,,,,,,,,,190300204.01412082,0.0,3672517.759593893 
 01/25  05:00:00,,,,,,,,,,191792080.05138254,0.0,5660519.874074211 
 01/25  06:00:00,,,,,,,,,,194435535.4479168,0.0,3339296.514321888 
 01/25  07:00:00,,,,,,,,,,197517700.26944423,0.0,6241901.875883937 
 01/25  08:00:00,,,,,,,,,,105948579.73728988,0.0,4468917.971237752 
 01/25  09:00:00,,,,,,,,,,103783059.48268583,0.0,5503555.32306965 
 01/25  10:00:00,,,,,,,,,,101058543.39756455,0.0,6119055.369293841 
 01/25  11:00:00,,,,,,,,,,98043852.00397414,0.0,6069121.7911046855 
 01/25  12:00:00,,,,,,,,,,94869532.87320752,0.0,3339296.514321888 
 01/25  13:00:00,,,,,,,,,,90515621.93127427,0.0,6068595.764210621 
 01/25  14:00:00,,,,,,,,,,92130545.01738204,0.0,3339296.514321888 
 01/25  15:00:00,,,,,,,,,,96642905.10043338,0.0,6069046.306111723 
 01/25  16:00:00,,,,,,,,,,100450443.37375851,0.0,3339296.514321888 
 01/25  17:00:00,,,,,,,,,,105330099.57842845,0.0,3339296.514321888 
 01/25  18:00:00,,,,,,,,,,109787435.20112017,0.0,6272893.977877036 
 01/25  19:00:00,,,,,,,,,,113684330.0750405,0.0,6272803.180695351 
 01/25  20:00:00,,,,,,,,,,207279774.1418403,0.0,6272336.760825192 
 01/25  21:00:00,,,,,,,,,,210118157.02787495,0.0,4814957.355319029 
 01/25  22:00:00,,,,,,,,,,208731858.09434435,0.0,4780978.6583860135 
 01/25  23:00:00,,,,,,,,,,191188925.05672526,0.0,6241939.270360649 
 01/25  24:00:00,4.448958333333333,3.577083333333334,4.038036918187562,20.078125,5.5,169.88151666517948,-16.89735362404249,35996681.759133704,0.0,130875882.44069244,0.0,6241269.270436522 
 01/26  01:00:00,,,,,,,,,,88108126.07856002,0.0,3339296.514321888 
 01/26  02:00:00,,,,,,,,,,79551603.53206506,0.0,3339296.514321888 
 01/26  03:00:00,,,,,,,,,,76496708.21930574,0.0,3339296.514321888 
 01/26  04:00:00,,,,,,,,,,73910316.44676533,0.0,5993995.192385703 
 01/26  05:00:00,,,,,,,,,,70923406.27737239,0.0,3339296.514321888 
 01/26  06:00:00,,,,,,,,,,68384329.49184497,0.0,3339296.514321888 
