param,mu_star,mu_star_conf,sigma
inter_floor_win__Optical_Data_Type,0.4431984450606251,0.23266381302830796,0.6119406156414413
inter_floor_win__Thickness,0.3371690659194428,0.17595597594890855,0.4549925387716664
inter_floor_win__Solar_Transmittance,0.6165560855755757,0.2788684926195901,0.6615978550500791
inter_floor_win__Front_Solar_Reflectance,0.5178027770638437,0.27629040628872154,0.664659200436595
inter_floor_win__Back_Solar_Reflectance,0.3261804006426246,0.14192951730599984,0.39735229099691033
inter_floor_win__Visible_Transmittance,0.30450268797030733,0.1224256097786406,0.3887601905678094
inter_floor_win__Front_Visible_Reflectance,0.43185498172970255,0.18444052922990634,0.5397654921820079
inter_floor_win__Back_Visible_Reflectance,0.5747904208994441,0.21259821795756673,0.5457430067034268
inter_floor_win__IR_Transmittance,0.602409491425351,0.2021899467827195,0.6347015807404792
inter_floor_win__Front_IR_Emissivity,0.6370482300568255,0.16035161756761154,0.6903447608159581
inter_floor_win__Back_IR_Emissivity,0.49129070580383993,0.23007312896647794,0.5953120942677232
inter_floor_win__Conductivity,0.5356119746433251,0.16561462492253046,0.6339789909419195
inter_floor_win__Dirt_Correction_Factor,0.6059514331467654,0.31220331967063114,0.5117582958628197
inter_floor_win__Solar_Diffusing,0.5921443407114566,0.2524316326444795,0.6690400572554893
interior_wall_R_value__interior_wall_R_value,0.46896916391960985,0.18636186622670187,0.5382272320257672
interior_wall_U_value__interior_wall_U_value,0.4012512823639554,0.17576927836602765,0.5264467880512431
interior_wall_area_m2__interior_wall_area_m2,20.141559746888742,0.24842322288492147,0.4277265443027662
interior_wall_opq__Roughness,0.9380628270137095,0.31231827264078055,0.5787137776597289
interior_wall_opq__Thickness,0.5812231702766439,0.2660582772084621,0.7177559740054326
interior_wall_opq__Conductivity,0.5513538193565182,0.18160941358842825,0.6370546941525256
interior_wall_opq__Density,100.16966403439437,0.5295215826043035,0.8384826887801589
interior_wall_opq__Specific_Heat,100.25890576189813,0.2685784447621951,0.5042795986098096
interior_wall_opq__Thermal_Absorptance,0.537764993422752,0.17649619962127083,0.48505181765561795
interior_wall_opq__Solar_Absorptance,0.5425554186251247,0.20787387415956493,0.4505591923540311
interior_wall_opq__Visible_Absorptance,0.4544087116719311,0.23641682326886723,0.5934082037445084
interior_wall_win__Optical_Data_Type,0.5197538748834631,0.22917978242710538,0.6453090634851522
interior_wall_win__Thickness,0.4236618050796096,0.25403359535462455,0.47174812838796426
interior_wall_win__Solar_Transmittance,0.5522978688924922,0.26014847327785806,0.6982095600598464
interior_wall_win__Front_Solar_Reflectance,0.5335549045310473,0.20841615878246256,0.6164739717462868
interior_wall_win__Back_Solar_Reflectance,0.4480624500927661,0.20632687065126862,0.580569798418072
interior_wall_win__Visible_Transmittance,0.4809725693725341,0.15688062066035416,0.5331598721989346
interior_wall_win__Front_Visible_Reflectance,0.6711378347565187,0.2465410720412661,0.8040266741105654
interior_wall_win__Back_Visible_Reflectance,0.5155020947153389,0.19722522394669356,0.6462048047296114
interior_wall_win__IR_Transmittance,0.41621044869134494,0.17236848859432188,0.5241981557807914
interior_wall_win__Front_IR_Emissivity,0.46452367728052196,0.2697066395726193,0.5756198428804836
interior_wall_win__Back_IR_Emissivity,0.4362840740090178,0.19577310552865818,0.5109627288581122
interior_wall_win__Conductivity,0.3731390585671761,0.14450100265092172,0.46295983128963064
interior_wall_win__Dirt_Correction_Factor,0.7324777528505365,0.29602670696360806,0.8454609726963656
interior_wall_win__Solar_Diffusing,0.45328944975481134,0.23421433242627093,0.5001573890333527
windows_U_value__windows_U_value,1.1708764953957143,0.5055189916092419,0.7694326338712639
windows_area_m2__windows_area_m2,10.885899030758447,0.2918912354817911,0.5449991228342911
windows_opq__Roughness,0.6870850493938633,0.24053784083115676,0.5372235672847175
windows_opq__Thermal_Resistance,1.126227459227448,0.33894259468716953,0.57784874933731
windows_opq__Thermal_Absorptance,0.4926029699647188,0.2003975542465651,0.53923755889279
windows_opq__Solar_Absorptance,0.536634267977206,0.3019192341825244,0.6801399395111403
windows_opq__Visible_Absorptance,0.5743485562976275,0.28107645182476104,0.687115894867585
windows_win__Optical_Data_Type,0.5641479847425217,0.2398878525626774,0.6628057661736994
windows_win__Thickness,0.3776316768988181,0.14759554551867562,0.4677510702368164
windows_win__Solar_Transmittance,0.49442924618597317,0.27982983599689876,0.6808900379361525
windows_win__Front_Solar_Reflectance,0.3877939009686088,0.17168099969933381,0.40134942786294997
windows_win__Back_Solar_Reflectance,0.7470775837256951,0.22679810568731185,0.8752803313468189
windows_win__Visible_Transmittance,0.2810391760576749,0.10091359414318875,0.3070885550384672
windows_win__Front_Visible_Reflectance,0.31362390468639206,0.1178931097195803,0.37901425272854894
windows_win__Back_Visible_Reflectance,0.3865209298186528,0.19537320618025047,0.5401217612276705
windows_win__IR_Transmittance,0.4728914874180191,0.23262680273241418,0.6253537484626979
windows_win__Front_IR_Emissivity,0.7797538874066958,0.22379943485513798,0.47739548089003764
windows_win__Back_IR_Emissivity,0.5274226792706032,0.21958776880517136,0.46894573783288673
windows_win__Conductivity,0.6033592419029447,0.27019243411427074,0.7755159863941081
windows_win__Dirt_Correction_Factor,0.6677850640222459,0.2842654826377744,0.6485561509496196
windows_win__Solar_Diffusing,0.5336909452555119,0.250825663058144,0.7082067839547178
doors_U_value__doors_U_value,1.2598037953477614,0.469573498382721,0.7595063594432229
doors_area_m2__doors_area_m2,2.788866139388483,0.34609278348425443,0.5616387688682667
doors_opq__Roughness,0.6913057735346229,0.2161351743351038,0.5488942837747881
doors_opq__Thermal_Resistance,0.9810000653800671,0.354007513061017,0.5829984574360869
doors_opq__Thermal_Absorptance,0.7205287186359783,0.2876506731915964,0.561092685000441
doors_opq__Solar_Absorptance,0.5510977546680806,0.24341381642213922,0.6359362908470954
doors_opq__Visible_Absorptance,0.4769083767223492,0.2802644403008835,0.510031713709175
doors_win__Optical_Data_Type,0.8361562311270972,0.21474997193274722,0.951832739199226
doors_win__Thickness,0.555827447809861,0.23192836027894614,0.6655491443355754
doors_win__Solar_Transmittance,0.5208113270684407,0.24431209697452408,0.6928535952184077
doors_win__Front_Solar_Reflectance,0.4007141507379856,0.17671018130351693,0.5308216716391229
doors_win__Back_Solar_Reflectance,0.33410300972682305,0.13948490251738807,0.4199825894016033
doors_win__Visible_Transmittance,0.28287808841814693,0.1622235940295734,0.35276405311422576
doors_win__Front_Visible_Reflectance,0.5289294167647313,0.25545565416106736,0.6905439129153973
doors_win__Back_Visible_Reflectance,0.4404055724553473,0.142216022766474,0.5279585725192868
doors_win__IR_Transmittance,0.4114281894009764,0.15902378003798034,0.49874198887711524
doors_win__Front_IR_Emissivity,0.5476797476250794,0.2698473224576042,0.5682821577930288
doors_win__Back_IR_Emissivity,0.6185361999876478,0.2554285914216956,0.5155421976732891
doors_win__Conductivity,0.5854061295387509,0.16270560184630284,0.6600784049580303
doors_win__Dirt_Correction_Factor,0.4874054603962577,0.181020373673217,0.3869494451134317
doors_win__Solar_Diffusing,0.48935027608749804,0.14300861940249054,0.5724498621176384
final_wwr__final_wwr,0.5565435620013887,0.26167005414008443,0.7126907713460591
heating_day_setpoint,1.0097065141908388,0.2884730787398953,0.4957834071435581
heating_night_setpoint,6.528719124619238,0.3787010570210634,0.6633591202698745
cooling_day_setpoint,10.19705910515222,0.4802097255832478,0.7991005579651491
cooling_night_setpoint,1.1750016772661183,0.32977634206498757,0.6032639127360058
max_heating_supply_air_temp,1.1091750942312502,0.21127352543615363,0.33014373413414483
min_cooling_supply_air_temp,2.28233342586318,0.3350015100189086,0.5638832714764843
infiltration_base,0.5316571404284332,0.17718453442795473,0.645060158406962
year_factor,0.49038163176701344,0.15022076970747247,0.5626395587241968
fan_pressure,0.4672129813614447,0.2028205104227996,0.616062624010883
f_ctrl,0.4978261417469184,0.17380522193677414,0.6088745925615354
hrv_eff,0.35335051878792,0.17783852915569148,0.5009442817173239
flow_exponent,0.6391997741779051,0.1961403799255273,0.7313999972174934
infiltration_total_m3_s,1.2507661646268389,0.2534279225811383,0.4540289160232229
ventilation_total_m3_s,0.5421027161723032,0.2819680890298367,0.7231394925183914
Zone1_FrontPerimeter__infiltration_flow_m3_s,0.5162088531629706,0.20309974856417962,0.6555647939903679
Zone1_FrontPerimeter__ventilation_flow_m3_s,0.7719228451729577,0.18162327489180632,0.7428890133671581
Zone1_RightPerimeter__infiltration_flow_m3_s,0.32500343345527655,0.1993327676338681,0.3832798174150867
Zone1_RightPerimeter__ventilation_flow_m3_s,0.3957801221091358,0.16536421613568225,0.4994875223369409
Zone1_RearPerimeter__infiltration_flow_m3_s,0.3558163155528746,0.22478880832463313,0.505040213743844
Zone1_RearPerimeter__ventilation_flow_m3_s,0.663679784998385,0.19348896591983586,0.3585208584423162
Zone1_LeftPerimeter__infiltration_flow_m3_s,0.5110826149881177,0.3036276474453141,0.7436319366388593
Zone1_LeftPerimeter__ventilation_flow_m3_s,0.5843652523992204,0.25348674755591943,0.7170110980325192
Zone1_Core__infiltration_flow_m3_s,0.5266655939543853,0.23629291577966718,0.6360931219360303
Zone1_Core__ventilation_flow_m3_s,0.25318057295880864,0.11167551256586992,0.3128038929186929
Zone2_FrontPerimeter__infiltration_flow_m3_s,0.30247705824695004,0.12787783489641333,0.376627315307955
Zone2_FrontPerimeter__ventilation_flow_m3_s,0.33356391522720513,0.1648219581457556,0.4316569916393486
Zone2_RightPerimeter__infiltration_flow_m3_s,0.43444136789657933,0.14677994797982707,0.510243345285451
Zone2_RightPerimeter__ventilation_flow_m3_s,0.6032807313509693,0.17325630573169734,0.6594851919248793
Zone2_RearPerimeter__infiltration_flow_m3_s,0.6891774144049123,0.3059226756866694,0.8141141330349242
Zone2_RearPerimeter__ventilation_flow_m3_s,0.5584403809723881,0.25125650520433096,0.6987951712556891
Zone2_LeftPerimeter__infiltration_flow_m3_s,0.37458957347771504,0.27307930250625334,0.5677143851367298
Zone2_LeftPerimeter__ventilation_flow_m3_s,0.4958599299949128,0.13732876520734397,0.5590881393777988
Zone2_Core__infiltration_flow_m3_s,0.43977661486133,0.1497551213671474,0.5376343120231661
Zone2_Core__ventilation_flow_m3_s,0.4832031661615474,0.17778043013089204,0.6060702016524712
Zone3_FrontPerimeter__infiltration_flow_m3_s,0.41132499276136514,0.1872516712961184,0.4923731507340093
Zone3_FrontPerimeter__ventilation_flow_m3_s,0.4795057923169225,0.28833065148319686,0.624223797133625
Zone3_RightPerimeter__infiltration_flow_m3_s,0.44924505365925144,0.1672014039336038,0.5626012139313761
Zone3_RightPerimeter__ventilation_flow_m3_s,0.459286921288367,0.1837270117917431,0.5116622817318676
Zone3_RearPerimeter__infiltration_flow_m3_s,0.40429892222309716,0.19640396149661343,0.4358867201330176
Zone3_RearPerimeter__ventilation_flow_m3_s,0.4702615478585358,0.1976577989815905,0.6121906063743019
Zone3_LeftPerimeter__infiltration_flow_m3_s,0.3775491135187622,0.149411931737165,0.45430642893025713
Zone3_LeftPerimeter__ventilation_flow_m3_s,0.679293326765037,0.2243858167974107,0.7834842495318309
Zone3_Core__infiltration_flow_m3_s,0.43407511563236767,0.22528527821001776,0.5505404881473364
Zone3_Core__ventilation_flow_m3_s,0.27000599047787543,0.15013055156357363,0.36449910671043934
