Parameter,Correlation,AbsCorrelation,TargetVariable
exterior_wall_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
exterior_wall_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
f_ctrl,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
f_ctrl_range,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
fan_pressure,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
fan_pressure_range,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
fenestration_objects,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
final_wwr,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_R_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flat_roof_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
flow_exponent,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_R_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ground_floor_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
hrv_eff,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
hrv_eff_range,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
infiltration_base,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
infiltration_base_range,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
infiltration_schedule_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
infiltration_total_m3_s,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_R_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
inter_floor_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_R_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
interior_wall_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
lights_fraction_radiant,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
lights_fraction_replaceable,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
lights_fraction_visible,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
lights_wm2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
obj_type,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
parasitic_wm2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
roughness,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
system_type,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
tD,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
tN,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
top_opaque_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
top_window_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ventilation_schedule_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
ventilation_total_m3_s,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
window1C_construction,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_R_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_U_value,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_U_value_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_area_m2,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_opq_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_win_material_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
windows_window_construction_name,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
wwr,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
wwr_range_used,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
year_factor,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
year_factor_range,,,MYDHW_0_WATERHEATER:Water Heater Heating Energy [J](Daily)
