Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 03/30  03:00:00,843019.6426806469,0.0,1712339.9184327582 
 03/30  04:00:00,1011083.2026143381,0.0,4367037.919143479 
 03/30  05:00:00,1356314.8338631778,0.0,1712339.9184327582 
 03/30  06:00:00,1480008.452926869,0.0,1712339.9184327582 
 03/30  07:00:00,2072370.496734637,0.0,4614674.163512171 
 03/30  08:00:00,13001819.680097561,0.0,4614655.142186405 
 03/30  09:00:00,8884828.157077719,0.0,4780955.373462048 
 03/30  10:00:00,7012533.825658122,0.0,4781531.26526136 
 03/30  11:00:00,5856757.198313922,0.0,1712339.9184327582 
 03/30  12:00:00,3800885.2077383697,0.0,1712339.9184327582 
 03/30  13:00:00,2968885.4327836037,0.0,4442271.407535864 
 03/30  14:00:00,2279322.664681886,0.0,1712339.9184327582 
 03/30  15:00:00,1551073.0154645066,0.0,4442197.760557834 
 03/30  16:00:00,914322.9188144504,0.0,1712339.9184327582 
 03/30  17:00:00,887697.4454451657,0.0,4441643.761985793 
 03/30  18:00:00,4323619.434195671,0.0,1712339.9184327582 
 03/30  19:00:00,5192383.431307683,0.0,4645944.902243219 
 03/30  20:00:00,0.0,0.0,4645054.792824239 
 03/30  21:00:00,0.0,0.0,4645407.414371328 
 03/30  22:00:00,215410.13378423057,0.0,2114599.179966769 
 03/30  23:00:00,328369.0733424545,0.0,4212456.459931631 
 03/30  24:00:00,610240.3402929646,0.0,4614617.351663887 
 03/31  01:00:00,386480.15259198257,0.0,1712339.9184327582 
 03/31  02:00:00,34185.59971375674,0.0,1712339.9184327582 
 03/31  03:00:00,167917.26677987,0.0,4366828.8286403585 
 03/31  04:00:00,366520.2150233858,0.0,1712339.9184327582 
 03/31  05:00:00,451283.48833376705,0.0,1712339.9184327582 
 03/31  06:00:00,448274.65044883615,0.0,4366949.705248 
 03/31  07:00:00,585229.1218623287,0.0,1712339.9184327582 
 03/31  08:00:00,9807950.879838381,0.0,4614260.573675548 
 03/31  09:00:00,6214796.00183201,0.0,4780729.822213201 
 03/31  10:00:00,5259216.191537175,0.0,4780892.175731363 
 03/31  11:00:00,4499100.214276373,0.0,1712339.9184327582 
 03/31  12:00:00,3708637.0280541815,0.0,4442178.328076283 
 03/31  13:00:00,3501540.2993110344,0.0,1712339.9184327582 
 03/31  14:00:00,3570753.426721828,0.0,4442217.979873591 
 03/31  15:00:00,3807283.574415449,0.0,1712339.9184327582 
 03/31  16:00:00,4291834.861680254,0.0,3593838.0219827686 
 03/31  17:00:00,4662435.342631694,0.0,2560210.413810255 
 03/31  18:00:00,4901830.30313662,0.0,4645324.283506831 
 03/31  19:00:00,5331837.28396583,0.0,3039194.0568282236 
 03/31  20:00:00,0.0,0.0,3318187.999356472 
 03/31  21:00:00,0.0,0.0,4645534.4016732965 
 03/31  22:00:00,0.0,0.0,4614966.201701352 
 03/31  23:00:00,47886.977547564304,0.0,3027733.8178889826 
 03/31  24:00:00,662580.4640696766,0.0,3298931.9709155485 
 04/01  01:00:00,1737898.959960802,0.0,4033359.971161412 
 04/01  02:00:00,2446331.866210254,0.0,2045721.8689457586 
 04/01  03:00:00,2717596.2591331806,0.0,1712339.9184327582 
 04/01  04:00:00,2862824.720239322,0.0,1712339.9184327582 
 04/01  05:00:00,2930971.01396124,0.0,4367042.0255727805 
 04/01  06:00:00,2955975.05522261,0.0,1712339.9184327582 
 04/01  07:00:00,4000137.233740166,0.0,4614875.2304552905 
 04/01  08:00:00,16082955.767993046,0.0,1712339.9184327582 
 04/01  09:00:00,14104883.176568987,0.0,4781175.617121004 
 04/01  10:00:00,12563956.763289703,0.0,4780750.128389784 
 04/01  11:00:00,9083303.332670182,0.0,4441900.074355382 
 04/01  12:00:00,8383196.834276818,0.0,1712339.9184327582 
 04/01  13:00:00,8700537.511937078,0.0,4442241.473358849 
 04/01  14:00:00,8594664.200910384,0.0,1712339.9184327582 
 04/01  15:00:00,8667618.960954022,0.0,1712339.9184327582 
 04/01  16:00:00,8894162.798385793,0.0,4441876.2312003095 
 04/01  17:00:00,9396048.441501506,0.0,1712339.9184327582 
 04/01  18:00:00,10447796.773349913,0.0,4645663.7401091475 
 04/01  19:00:00,11621044.73384457,0.0,4645957.502473649 
 04/01  20:00:00,735519.3095359989,0.0,4645866.5987859825 
 04/01  21:00:00,1594399.681654859,0.0,1712339.9184327582 
 04/01  22:00:00,2208253.100014798,0.0,4614473.657600827 
 04/01  23:00:00,3433857.4735691072,0.0,4614929.279376218 
 04/01  24:00:00,4568333.774182558,0.0,3959882.0315571856 
 04/02  01:00:00,3829180.2044910677,0.0,2310047.087675336 
 04/02  02:00:00,2841433.8653672626,0.0,1712339.9184327582 
 04/02  03:00:00,2981270.306811367,0.0,1712339.9184327582 
 04/02  04:00:00,3254393.3955464093,0.0,4367032.458264348 
 04/02  05:00:00,3502115.953900636,0.0,1712339.9184327582 
 04/02  06:00:00,3719748.1629292467,0.0,1712339.9184327582 
 04/02  07:00:00,4669979.369121093,0.0,4614322.533032086 
 04/02  08:00:00,12838345.434324104,0.0,4615011.931078773 
 04/02  09:00:00,10030636.405300725,0.0,4551216.476074868 
 04/02  10:00:00,7216724.291445248,0.0,3877707.6242789254 
 04/02  11:00:00,5136117.2170562465,0.0,2718309.8609964624 
 04/02  12:00:00,4144343.832467497,0.0,1712339.9184327582 
 04/02  13:00:00,4118298.5399235943,0.0,4441913.03934219 
 04/02  14:00:00,3228553.314946256,0.0,1712339.9184327582 
 04/02  15:00:00,5658800.014284091,0.0,4442240.163219743 
 04/02  16:00:00,6714230.81285028,0.0,1712339.9184327582 
 04/02  17:00:00,6563380.769045083,0.0,3964605.1271384684 
 04/02  18:00:00,7649613.291675707,0.0,2225930.5873528123 
 04/02  19:00:00,9625302.052319093,0.0,4645243.795787858 
 04/02  20:00:00,1253641.3356067063,0.0,4645200.279152308 
 04/02  21:00:00,3762282.769168067,0.0,4645825.1556956135 
 04/02  22:00:00,5072950.87003195,0.0,1712339.9184327582 
 04/02  23:00:00,4827395.594779139,0.0,4614539.3395576095 
 04/02  24:00:00,5536482.818128968,0.0,4614817.237573669 
 04/03  01:00:00,4712980.291372427,0.0,1712339.9184327582 
 04/03  02:00:00,3419440.6316067353,0.0,1712339.9184327582 
 04/03  03:00:00,3604431.4852566267,0.0,4366891.2885771105 
 04/03  04:00:00,3886178.3484279886,0.0,1712339.9184327582 
 04/03  05:00:00,4262984.069809435,0.0,1712339.9184327582 
 04/03  06:00:00,4762645.631088957,0.0,1712339.9184327582 
 04/03  07:00:00,5446535.935096702,0.0,4614972.2887406135 
 04/03  08:00:00,12692679.6278288,0.0,4614319.451949068 
 04/03  09:00:00,11960558.48157053,0.0,4781266.9698990835 
 04/03  10:00:00,10425106.075976802,0.0,4780776.345040417 
 04/03  11:00:00,6728916.195269936,0.0,1712339.9184327582 
 04/03  12:00:00,2612789.011402367,0.0,4441699.746230699 
 04/03  13:00:00,1023753.9044802221,0.0,1712339.9184327582 
 04/03  14:00:00,238585.69475196354,0.0,1712339.9184327582 
 04/03  15:00:00,0.0,0.0,4442269.247113811 
 04/03  16:00:00,0.0,0.0,1712339.9184327582 
 04/03  17:00:00,297337.70770365314,0.0,4442195.601550249 
 04/03  18:00:00,1889164.8579365136,0.0,4069383.293204627 
 04/03  19:00:00,6253240.801061327,0.0,2288401.178672868 
 04/03  20:00:00,0.0,0.0,4645009.502145067 
 04/03  21:00:00,665187.0532849482,0.0,4645487.056555075 
 04/03  22:00:00,2087506.095061374,0.0,4614965.973602517 
 04/03  23:00:00,2118798.086233359,0.0,1712339.9184327582 
 04/03  24:00:00,2750846.3065697714,0.0,4614326.147658455 
 04/04  01:00:00,2360646.534275845,0.0,1712339.9184327582 
 04/04  02:00:00,1725005.451642083,0.0,4366989.350463551 
 04/04  03:00:00,1733536.0823593517,0.0,1712339.9184327582 
 04/04  04:00:00,1601491.277888942,0.0,1712339.9184327582 
 04/04  05:00:00,1534157.3218751294,0.0,1712339.9184327582 
 04/04  06:00:00,1601940.227301844,0.0,4366737.633714496 
 04/04  07:00:00,2279057.6650627847,0.0,1895201.2354985664 
 04/04  08:00:00,11240675.317227442,0.0,4431102.393007753 
 04/04  09:00:00,10046816.828585273,0.0,4781516.4047958935 
 04/04  10:00:00,9250142.866628377,0.0,4781369.697659919 
 04/04  11:00:00,10519741.713448903,0.0,3058973.6694561834 
 04/04  12:00:00,10078451.204973115,0.0,3095006.168719235 
 04/04  13:00:00,9001473.988329735,0.0,1712339.9184327582 
 04/04  14:00:00,7896896.232230136,0.0,4442183.3324350435 
 04/04  15:00:00,7879354.160152907,0.0,1712339.9184327582 
 04/04  16:00:00,7201022.872747129,0.0,4442217.614625858 
 04/04  17:00:00,6900029.380910172,0.0,1712339.9184327582 
 04/04  18:00:00,6915714.982093111,0.0,4645483.405787563 
 04/04  19:00:00,6909597.195124811,0.0,4645991.5596711235 
 04/04  20:00:00,0.0,0.0,1712339.9184327582 
 04/04  21:00:00,152836.21279846603,0.0,4645373.605248197 
 04/04  22:00:00,521865.0658829538,0.0,4614467.961555309 
 04/04  23:00:00,729903.8149860722,0.0,4614940.576598812 
 04/04  24:00:00,233285.02693568927,0.0,1712339.9184327582 
 04/05  01:00:00,386544.8899865886,0.0,4366986.523282273 
 04/05  02:00:00,512866.4402084065,0.0,1712339.9184327582 
 04/05  03:00:00,597074.5177402043,0.0,1712339.9184327582 
 04/05  04:00:00,685034.8941165942,0.0,2040611.5129802367 
 04/05  05:00:00,1676201.1955508017,0.0,4038516.236285276 
 04/05  06:00:00,2110964.531552405,0.0,1712339.9184327582 
 04/05  07:00:00,2064342.4523397558,0.0,4614945.085402981 
 04/05  08:00:00,11224451.978490682,0.0,2840041.79578241 
 04/05  09:00:00,8070177.994460506,0.0,3876598.63141694 
 04/05  10:00:00,6533603.835834307,0.0,4494130.155438917 
 04/05  11:00:00,5771674.5762588475,0.0,4442161.049443419 
 04/05  12:00:00,4609303.043802261,0.0,1712339.9184327582 
 04/05  13:00:00,3904544.123954448,0.0,4441639.018956965 
 04/05  14:00:00,4158478.891825334,0.0,1712339.9184327582 
 04/05  15:00:00,4442752.934304242,0.0,4442093.573892226 
 04/05  16:00:00,4867819.348033619,0.0,1712339.9184327582 
 04/05  17:00:00,5229282.145930752,0.0,1712339.9184327582 
 04/05  18:00:00,5415899.969498373,0.0,4645937.063081255 
 04/05  19:00:00,5633723.898915691,0.0,4645846.265653922 
 04/05  20:00:00,0.0,0.0,4645193.005270924 
 04/05  21:00:00,0.0,0.0,3185295.1656956077 
 04/05  22:00:00,183031.61685140245,0.0,3156699.2418640163 
 04/05  23:00:00,254666.47560344386,0.0,4614982.378829382 
 04/05  24:00:00,502779.7075855754,0.0,4614312.7976377215 
 04/06  01:00:00,391352.2806683128,0.0,1712339.9184327582 
 04/06  02:00:00,134808.54651962157,0.0,1712339.9184327582 
 04/06  03:00:00,196469.6629817905,0.0,1712339.9184327582 
 04/06  04:00:00,284058.9934697668,0.0,4367038.316983013 
 04/06  05:00:00,374111.31816684466,0.0,1712339.9184327582 
 04/06  06:00:00,477384.1518127045,0.0,1712339.9184327582 
 04/06  07:00:00,721404.5461622186,0.0,4614671.595658006 
 04/06  08:00:00,10916276.254733747,0.0,4614657.641623259 
 04/06  09:00:00,8508403.01698364,0.0,4780953.906010842 
 04/06  10:00:00,7262676.795238324,0.0,4781531.710310443 
 04/06  11:00:00,7346537.451300098,0.0,1712339.9184327582 
 04/06  12:00:00,6161906.602217193,0.0,1712339.9184327582 
 04/06  13:00:00,4740372.998444812,0.0,4442271.80994317 
 04/06  14:00:00,4786708.602212196,0.0,1712339.9184327582 
 04/06  15:00:00,5963723.993849795,0.0,4442198.1728834445 
 04/06  16:00:00,5573717.375666045,0.0,1712339.9184327582 
 04/06  17:00:00,5551087.726334051,0.0,4441644.352249788 
 04/06  18:00:00,5944803.464413181,0.0,1712339.9184327582 
 04/06  19:00:00,6230909.989715756,0.0,4645945.340371645 
 04/06  20:00:00,0.0,0.0,4645075.842142346 
 04/06  21:00:00,0.0,0.0,4645408.96147044 
 04/06  22:00:00,122680.62597975702,0.0,2118192.5880293427 
 04/06  23:00:00,55939.043175184685,0.0,4208860.477047713 
 04/06  24:00:00,0.0,0.0,4614619.602888851 
 04/07  01:00:00,0.0,0.0,1712339.9184327582 
 04/07  02:00:00,40292.17623144839,0.0,1712339.9184327582 
 04/07  03:00:00,130279.42958980882,0.0,4366836.274397972 
 04/07  04:00:00,356449.23629369005,0.0,1712339.9184327582 
 04/07  05:00:00,462378.56802639744,0.0,1712339.9184327582 
 04/07  06:00:00,766359.9075796776,0.0,4366941.241093784 
 04/07  07:00:00,1815940.0665093567,0.0,1712339.9184327582 
 04/07  08:00:00,13327419.075938763,0.0,4614259.31398107 
 04/07  09:00:00,11361665.341475815,0.0,4780730.088266373 
 04/07  10:00:00,7965174.3772635115,0.0,4780890.974350934 
 04/07  11:00:00,4045322.402395294,0.0,1712339.9184327582 
 04/07  12:00:00,1829948.095924622,0.0,4442172.888491279 
 04/07  13:00:00,484126.38761535444,0.0,1712339.9184327582 
 04/07  14:00:00,4893.799990322895,0.0,4442218.363153537 
 04/07  15:00:00,1016145.5427256138,0.0,1712339.9184327582 
 04/07  16:00:00,2541928.667221553,0.0,3600217.433510297 
 04/07  17:00:00,1354117.8899442842,0.0,2553832.943218872 
 04/07  18:00:00,2842151.8822730267,0.0,4645325.379017988 
 04/07  19:00:00,4954951.291887473,0.0,3042505.249324104 
 04/07  20:00:00,0.0,0.0,3314877.6286504418 
 04/07  21:00:00,0.0,0.0,4645532.46173576 
 04/07  22:00:00,0.0,0.0,4614966.593624142 
 04/07  23:00:00,0.0,0.0,3031143.474653392 
 04/07  24:00:00,0.0,0.0,3295521.8390429653 
 04/08  01:00:00,449894.6951476546,0.0,4043192.492736304 
 04/08  02:00:00,867261.7972548234,0.0,2035806.1144404504 
 04/08  03:00:00,509625.5980329239,0.0,1712339.9184327582 
 04/08  04:00:00,1111358.6032770248,0.0,1712339.9184327582 
 04/08  05:00:00,1478016.40779423,0.0,4367042.390767029 
 04/08  06:00:00,2630536.0433692103,0.0,1712339.9184327582 
 04/08  07:00:00,3012501.3151208228,0.0,4614872.325632682 
 04/08  08:00:00,11825797.556382583,0.0,1712339.9184327582 
 04/08  09:00:00,9423991.654492656,0.0,4781177.590722737 
 04/08  10:00:00,7547361.692021526,0.0,4780750.6317026215 
 04/08  11:00:00,5192255.5125260735,0.0,4441896.285134411 
 04/08  12:00:00,4880368.453210058,0.0,1712339.9184327582 
 04/08  13:00:00,5057389.058059221,0.0,4442241.871686684 
 04/08  14:00:00,4578235.566974671,0.0,1712339.9184327582 
 04/08  15:00:00,4355100.223979494,0.0,1712339.9184327582 
 04/08  16:00:00,4617931.9038608745,0.0,4441879.869728689 
 04/08  17:00:00,5295933.894170888,0.0,1712339.9184327582 
 04/08  18:00:00,6344807.515836274,0.0,4645661.242264518 
 04/08  19:00:00,7678560.18999747,0.0,4645957.923761921 
 04/08  20:00:00,9358.541377158273,0.0,4645418.214385132 
 04/08  21:00:00,878735.6261663015,0.0,1712339.9184327582 
 04/08  22:00:00,1683167.8641266804,0.0,4614475.423456014 
 04/08  23:00:00,1548988.8718180072,0.0,4614925.862313328 
 04/08  24:00:00,2075843.336187616,0.0,3963741.026951356 
 04/09  01:00:00,1671899.8113576367,0.0,2306523.4200307773 
 04/09  02:00:00,2167289.487662654,0.0,1712339.9184327582 
 04/09  03:00:00,2871827.159987938,0.0,1712339.9184327582 
 04/09  04:00:00,2389678.036020871,0.0,4367032.585138276 
 04/09  05:00:00,1745548.8645812115,0.0,1712339.9184327582 
 04/09  06:00:00,1781532.651315448,0.0,1712339.9184327582 
 04/09  07:00:00,2124745.069708024,0.0,4614322.680087619 
 04/09  08:00:00,11569655.070924822,0.0,4615012.0556083275 
 04/09  09:00:00,7449217.0404265,0.0,4551947.485459019 
 04/09  10:00:00,5282936.735487752,0.0,3877708.570356628 
 04/09  11:00:00,3849256.172926952,0.0,2717659.91070369 
 04/09  12:00:00,2388321.0873966413,0.0,1712339.9184327582 
 04/09  13:00:00,1185872.5376919343,0.0,4441912.650298644 
 04/09  14:00:00,383887.48776152945,0.0,1712339.9184327582 
 04/09  15:00:00,0.0,0.0,4442240.195653641 
 04/09  16:00:00,0.0,0.0,1712339.9184327582 
 04/09  17:00:00,29488.132137928296,0.0,3965255.2655488756 
 04/09  18:00:00,3546833.1993528823,0.0,2225231.551901836 
 04/09  19:00:00,6507732.830951931,0.0,4645243.858650551 
 04/09  20:00:00,0.0,0.0,4645209.807000844 
 04/09  21:00:00,684189.8113115751,0.0,4645824.9528310485 
 04/09  22:00:00,1668309.3726502336,0.0,1712339.9184327582 
 04/09  23:00:00,1393049.0425201515,0.0,4614539.4905438805 
 04/09  24:00:00,1869145.6699018786,0.0,4614817.02440556 
 04/10  01:00:00,2468214.074842157,0.0,1712339.9184327582 
 04/10  02:00:00,2729602.1097504906,0.0,1712339.9184327582 
 04/10  03:00:00,2895880.8330404097,0.0,4366890.701622319 
 04/10  04:00:00,3143668.9735961333,0.0,1712339.9184327582 
 04/10  05:00:00,3298551.029585731,0.0,1712339.9184327582 
 04/10  06:00:00,2624804.1641675765,0.0,1712339.9184327582 
 04/10  07:00:00,3609599.461961331,0.0,4614972.32638056 
 04/10  08:00:00,11412767.567528063,0.0,4614319.428000421 
 04/10  09:00:00,9138635.322805531,0.0,4781267.136485718 
 04/10  10:00:00,7483937.094787264,0.0,4780776.386741561 
 04/10  11:00:00,3916484.221710949,0.0,1712339.9184327582 
 04/10  12:00:00,429183.79373837926,0.0,4441699.614867007 
 04/10  13:00:00,0.0,0.0,1712339.9184327582 
 04/10  14:00:00,0.0,0.0,1712339.9184327582 
 04/10  15:00:00,40451.74986786833,0.0,4442269.282392304 
 04/10  16:00:00,587267.1364362963,0.0,1712339.9184327582 
 04/10  17:00:00,1569167.6199716777,0.0,4442195.613357293 
 04/10  18:00:00,3184227.2386760516,0.0,4069465.778790379 
 04/10  19:00:00,5544285.141756247,0.0,2288318.73726391 
 04/10  20:00:00,0.0,0.0,4645033.123730476 
 04/10  21:00:00,15851.539728653383,0.0,4645384.833990989 
 04/10  22:00:00,990086.9616358445,0.0,4614965.779211941 
 04/10  23:00:00,1269810.9873304598,0.0,1712339.9184327582 
 04/10  24:00:00,2174116.1036712835,0.0,4614326.385292227 
 04/11  01:00:00,1698870.9109239879,0.0,1712339.9184327582 
 04/11  02:00:00,715347.6035334741,0.0,4366989.181154492 
 04/11  03:00:00,970006.9514896086,0.0,1712339.9184327582 
 04/11  04:00:00,1187399.5794663327,0.0,1712339.9184327582 
 04/11  05:00:00,1233852.9780055042,0.0,1712339.9184327582 
 04/11  06:00:00,1189576.8812890763,0.0,4366740.69215367 
 04/11  07:00:00,1604474.1282625585,0.0,1893490.1627842598 
 04/11  08:00:00,9404488.096580908,0.0,4432813.725212056 
 04/11  09:00:00,6010752.268195985,0.0,4781516.194465291 
 04/11  10:00:00,3357510.7914400147,0.0,4781369.486977104 
 04/11  11:00:00,738065.679971436,0.0,3055906.6189106083 
 04/11  12:00:00,0.0,0.0,3098073.359909311 
 04/11  13:00:00,0.0,0.0,1712339.9184327582 
 04/11  14:00:00,0.0,0.0,4442185.2275085775 
 04/11  15:00:00,0.0,22721.676862882377,1712339.9184327582 
 04/11  16:00:00,0.0,151707.5465849252,4442217.481828296 
 04/11  17:00:00,0.0,18493.35325387884,1712339.9184327582 
 04/11  18:00:00,0.0,0.0,4645455.423949111 
 04/11  19:00:00,0.0,0.0,4645493.105521383 
 04/11  20:00:00,0.0,0.0,1712339.9184327582 
 04/11  21:00:00,0.0,0.0,4645900.723660295 
 04/11  22:00:00,0.0,0.0,4614467.923105812 
 04/11  23:00:00,0.0,0.0,4614940.65095488 
 04/11  24:00:00,0.0,0.0,1712339.9184327582 
 04/12  01:00:00,0.0,0.0,4366986.512624421 
 04/12  02:00:00,0.0,0.0,1712339.9184327582 
 04/12  03:00:00,0.0,0.0,1712339.9184327582 
 04/12  04:00:00,0.0,0.0,2040373.0515381198 
 04/12  05:00:00,0.0,0.0,4038754.858307059 
 04/12  06:00:00,0.0,0.0,1712339.9184327582 
 04/12  07:00:00,0.0,0.0,4614945.073697836 
 04/12  08:00:00,5688883.22177103,0.0,2840172.3960711043 
 04/12  09:00:00,3125274.260014583,0.0,3876598.6352556134 
 04/12  10:00:00,1364006.549476055,0.0,4493991.953415646 
 04/12  11:00:00,54764.81977342993,0.0,4442161.335821095 
 04/12  12:00:00,0.0,0.0,1712339.9184327582 
 04/12  13:00:00,0.0,0.0,4441639.004799911 
 04/12  14:00:00,0.0,696497.5333953345,1712339.9184327582 
 04/12  15:00:00,0.0,2166275.6937247114,4442094.047938779 
 04/12  16:00:00,0.0,2144766.869229526,1712339.9184327582 
 04/12  17:00:00,0.0,423176.21431953553,1712339.9184327582 
 04/12  18:00:00,0.0,0.0,4645379.420226239 
 04/12  19:00:00,0.0,0.0,4645846.278412119 
 04/12  20:00:00,0.0,0.0,4645379.281975195 
 04/12  21:00:00,0.0,0.0,3185907.1452849424 
 04/12  22:00:00,0.0,0.0,3156093.6889109854 
 04/12  23:00:00,0.0,0.0,4614982.395056491 
 04/12  24:00:00,0.0,0.0,4614312.80056216 
 04/13  01:00:00,0.0,0.0,1712339.9184327582 
 04/13  02:00:00,0.0,0.0,1712339.9184327582 
 04/13  03:00:00,0.0,0.0,1712339.9184327582 
 04/13  04:00:00,0.0,0.0,4367038.304857161 
 04/13  05:00:00,0.0,0.0,1712339.9184327582 
 04/13  06:00:00,0.0,0.0,1712339.9184327582 
 04/13  07:00:00,0.0,0.0,4614671.660817808 
 04/13  08:00:00,1679081.6551706593,0.0,4614657.740605265 
 04/13  09:00:00,472058.16978082346,0.0,4780953.833197603 
 04/13  10:00:00,15742.14372126021,0.0,4781531.697726758 
 04/13  11:00:00,0.0,0.0,1712339.9184327582 
 04/13  12:00:00,0.0,0.0,1712339.9184327582 
 04/13  13:00:00,0.0,0.0,4442271.775349837 
 04/13  14:00:00,58420.41273610982,0.0,1712339.9184327582 
 04/13  15:00:00,0.0,0.0,4441848.81192288 
 04/13  16:00:00,0.0,0.0,1712339.9184327582 
 04/13  17:00:00,21105.021621065265,0.0,4441644.296678757 
 04/13  18:00:00,247131.7415990593,0.0,1712339.9184327582 
 04/13  19:00:00,794560.0251059028,0.0,4645945.31656496 
 04/13  20:00:00,0.0,0.0,4645323.55560721 
 04/13  21:00:00,0.0,0.0,4645409.20685648 
 04/13  22:00:00,0.0,0.0,2118760.7385887373 
 04/13  23:00:00,0.0,0.0,4208291.927482988 
 04/13  24:00:00,0.0,0.0,4614619.967417042 
 04/14  01:00:00,0.0,0.0,1712339.9184327582 
 04/14  02:00:00,0.0,0.0,1712339.9184327582 
 04/14  03:00:00,0.0,0.0,4366837.406352439 
 04/14  04:00:00,0.0,0.0,1712339.9184327582 
 04/14  05:00:00,0.0,0.0,1712339.9184327582 
 04/14  06:00:00,0.0,0.0,4366939.969749367 
 04/14  07:00:00,0.0,0.0,1712339.9184327582 
 04/14  08:00:00,4291570.104446367,0.0,4614272.273552911 
 04/14  09:00:00,1804395.5949676773,0.0,4780730.068646504 
 04/14  10:00:00,211289.4287576755,0.0,4780956.524729046 
 04/14  11:00:00,0.0,0.0,1712339.9184327582 
 04/14  12:00:00,0.0,0.0,4442172.119826361 
 04/14  13:00:00,0.0,14738.174178825093,1712339.9184327582 
 04/14  14:00:00,0.0,535264.8055121378,4442218.418532342 
 04/14  15:00:00,0.0,1502955.8809733237,1712339.9184327582 
 04/14  16:00:00,0.0,1939399.0338732838,3601290.3175914483 
 04/14  17:00:00,0.0,860652.6173590383,2552760.3856424503 
 04/14  18:00:00,0.0,17993.143075221087,4645507.809693113 
 04/14  19:00:00,0.0,0.0,3042652.9450673107 
 04/14  20:00:00,0.0,0.0,3314940.991917179 
 04/14  21:00:00,0.0,0.0,4645532.376881877 
 04/14  22:00:00,0.0,0.0,4614966.615051124 
 04/14  23:00:00,0.0,0.0,3031294.2312821806 
 04/14  24:00:00,0.0,0.0,3295371.064153239 
 04/15  01:00:00,0.0,0.0,4043690.989280984 
 04/15  02:00:00,0.0,0.0,2035397.330472921 
 04/15  03:00:00,0.0,0.0,1712339.9184327582 
 04/15  04:00:00,0.0,0.0,1712339.9184327582 
 04/15  05:00:00,0.0,0.0,4367042.409011388 
 04/15  06:00:00,0.0,0.0,1712339.9184327582 
 04/15  07:00:00,0.0,0.0,4614872.209604843 
 04/15  08:00:00,3330736.389340056,0.0,1712339.9184327582 
 04/15  09:00:00,1958209.4353225164,0.0,4781177.681023673 
 04/15  10:00:00,1029772.9240646922,0.0,4780750.656437783 
 04/15  11:00:00,370354.66269595013,0.0,4441896.12441413 
 04/15  12:00:00,64323.143335238834,0.0,1712339.9184327582 
 04/15  13:00:00,0.0,0.0,4442241.888428183 
 04/15  14:00:00,0.0,0.0,1712339.9184327582 
 04/15  15:00:00,0.0,0.0,1712339.9184327582 
 04/15  16:00:00,0.0,0.0,4441880.026833047 
 04/15  17:00:00,0.0,0.0,1712339.9184327582 
 04/15  18:00:00,66348.35760619493,0.0,4645661.136327661 
 04/15  19:00:00,618868.0474699645,0.0,4645957.946083946 
 04/15  20:00:00,0.0,0.0,4645867.068649386 
 04/15  21:00:00,0.0,0.0,1712339.9184327582 
 04/15  22:00:00,0.0,0.0,4614475.5120449765 
 04/15  23:00:00,0.0,0.0,4614925.666228813 
 04/15  24:00:00,0.0,0.0,3963962.016430037 
 04/16  01:00:00,0.0,0.0,2306321.6387766795 
 04/16  02:00:00,0.0,0.0,1712339.9184327582 
 04/16  03:00:00,0.0,0.0,1712339.9184327582 
 04/16  04:00:00,0.0,0.0,4367032.594145457 
 04/16  05:00:00,0.0,0.0,1712339.9184327582 
 04/16  06:00:00,0.0,0.0,1712339.9184327582 
 04/16  07:00:00,0.0,0.0,4614322.68972163 
 04/16  08:00:00,5193062.659424301,0.0,4615012.0751424935 
 04/16  09:00:00,2573432.627221204,0.0,4552153.14663011 
 04/16  10:00:00,465112.68527319824,0.0,3877393.478048933 
 04/16  11:00:00,0.0,0.0,2717949.7218874944 
 04/16  12:00:00,0.0,0.0,1712339.9184327582 
 04/16  13:00:00,0.0,63343.80740688475,4441912.832553068 
 04/16  14:00:00,0.0,1040002.0971508746,1712339.9184327582 
 04/16  15:00:00,0.0,2838280.8725906136,4442240.164406357 
 04/16  16:00:00,0.0,3363778.2117055263,1712339.9184327582 
 04/16  17:00:00,0.0,2145345.051865436,3964834.1444199607 
 04/16  18:00:00,0.0,402952.25994106964,2225684.346349408 
 04/16  19:00:00,0.0,0.0,4645391.372155677 
 04/16  20:00:00,0.0,0.0,4645441.722709091 
 04/16  21:00:00,0.0,0.0,4645825.088965224 
 04/16  22:00:00,0.0,0.0,1712339.9184327582 
 04/16  23:00:00,0.0,0.0,4614539.391528337 
 04/16  24:00:00,0.0,0.0,4614817.1617748905 
 04/17  01:00:00,0.0,0.0,1712339.9184327582 
 04/17  02:00:00,0.0,0.0,1712339.9184327582 
 04/17  03:00:00,0.0,0.0,4366891.084957281 
 04/17  04:00:00,0.0,0.0,1712339.9184327582 
 04/17  05:00:00,0.0,0.0,1712339.9184327582 
 04/17  06:00:00,0.0,0.0,1712339.9184327582 
 04/17  07:00:00,0.0,0.0,4614972.302126108 
 04/17  08:00:00,4064102.112382517,0.0,4614319.4490117375 
 04/17  09:00:00,1599488.350222936,0.0,4781267.035420924 
 04/17  10:00:00,67401.82498652885,0.0,4781005.236085691 
 04/17  11:00:00,0.0,0.0,1712339.9184327582 
