Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Dewpoint Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Solar Azimuth Angle [deg](Daily),Environment:Site Solar Altitude Angle [deg](Daily),MYDHW_1_WATERHEATER:Water Heater Heating Energy [J](Daily),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),Electricity:Facility [J](Hourly) 
 02/03  02:00:00,,,,,,,,,4846958.419908268,0.0,6086393.867037848 
 02/03  03:00:00,,,,,,,,,5101497.118785049,0.0,5700198.604509823 
 02/03  04:00:00,,,,,,,,,5526816.1866507465,0.0,4566240.878071144 
 02/03  05:00:00,,,,,,,,,6019731.357033223,0.0,4566240.878071144 
 02/03  06:00:00,,,,,,,,,6242911.688886814,0.0,7220913.977871152 
 02/03  07:00:00,,,,,,,,,6470902.883085202,0.0,7767224.339343901 
 02/03  08:00:00,,,,,,,,,33424389.71260121,0.0,7767596.102659465 
 02/03  09:00:00,,,,,,,,,26822534.817970857,0.0,8202509.165701609 
 02/03  10:00:00,,,,,,,,,24104306.628503326,0.0,11839966.65424178 
 02/03  11:00:00,,,,,,,,,21754690.20627691,0.0,4566240.878071144 
 02/03  12:00:00,,,,,,,,,19577697.43104343,0.0,7375792.137331387 
 02/03  13:00:00,,,,,,,,,18325247.255904965,0.0,4566240.878071144 
 02/03  14:00:00,,,,,,,,,18268161.758702174,0.0,7375815.815807068 
 02/03  15:00:00,,,,,,,,,18645566.459862977,0.0,4830561.492444136 
 02/03  16:00:00,,,,,,,,,18876091.99470317,0.0,7111269.805806683 
 02/03  17:00:00,,,,,,,,,19186016.737303324,0.0,7375398.796182642 
 02/03  18:00:00,,,,,,,,,19286166.618403353,0.0,7843525.9339807425 
 02/03  19:00:00,,,,,,,,,19125041.547706917,0.0,7844053.195617579 
 02/03  20:00:00,,,,,,,,,260134.03390264744,0.0,7843288.255916337 
 02/03  21:00:00,,,,,,,,,2385149.496374667,0.0,7843727.744264995 
 02/03  22:00:00,,,,,,,,,3405471.9217778184,0.0,7985791.071065735 
 02/03  23:00:00,,,,,,,,,3891220.116244097,0.0,9173853.098358657 
 02/03  24:00:00,-1.0885416666666667,-1.5677083333333333,-1.2936309810344537,22.25,0.8333333333333334,169.49784372447155,-14.787740340188755,53642717.27878573,4510360.386781065,0.0,9173715.823861009 
 02/04  01:00:00,,,,,,,,,5072541.080070759,0.0,4707391.090139605 
 02/04  02:00:00,,,,,,,,,5547901.360273144,0.0,4566240.878071144 
 02/04  03:00:00,,,,,,,,,6007473.990104903,0.0,4566240.878071144 
 02/04  04:00:00,,,,,,,,,6390909.543273909,0.0,7220801.6975696385 
 02/04  05:00:00,,,,,,,,,6828880.71357647,0.0,4566240.878071144 
 02/04  06:00:00,,,,,,,,,7118539.760175374,0.0,4566240.878071144 
 02/04  07:00:00,,,,,,,,,7446988.690829837,0.0,7767848.649755964 
 02/04  08:00:00,,,,,,,,,30990881.981224447,0.0,7767185.555063238 
 02/04  09:00:00,,,,,,,,,27971945.45484785,0.0,11840136.692543611 
 02/04  10:00:00,,,,,,,,,25360421.417034745,0.0,8202967.18330842 
 02/04  11:00:00,,,,,,,,,23380194.3031623,0.0,7375602.418037165 
 02/04  12:00:00,,,,,,,,,21933747.03380019,0.0,4566240.878071144 
 02/04  13:00:00,,,,,,,,,20834877.01627924,0.0,7375711.845119514 
 02/04  14:00:00,,,,,,,,,20165734.088379513,0.0,4566240.878071144 
 02/04  15:00:00,,,,,,,,,21202339.415851556,0.0,7375735.638804107 
 02/04  16:00:00,,,,,,,,,26115936.393281072,0.0,7375759.395965457 
 02/04  17:00:00,,,,,,,,,26295564.313153375,0.0,4566240.878071144 
 02/04  18:00:00,,,,,,,,,26060597.586179625,0.0,7843958.837505957 
 02/04  19:00:00,,,,,,,,,25659073.171731073,0.0,8753192.217208378 
 02/04  20:00:00,,,,,,,,,2796362.715050099,0.0,10181142.811183453 
 02/04  21:00:00,,,,,,,,,4844424.188759331,0.0,7873947.362395953 
 02/04  22:00:00,,,,,,,,,4253475.041413765,0.0,7767642.376862748 
 02/04  23:00:00,,,,,,,,,3596616.8542044987,0.0,7768013.15107434 
 02/04  24:00:00,-0.6557291666666668,-1.161458333333333,-0.8667576497067634,17.5,0.08333333333333333,169.4700214000698,-14.530169164651177,51604341.61006373,2786456.483722519,0.0,7767215.349187172 
 02/05  01:00:00,,,,,,,,,2381693.551782785,0.0,4566240.878071144 
 02/05  02:00:00,,,,,,,,,2676813.8300121697,0.0,7220896.072107226 
 02/05  03:00:00,,,,,,,,,2816269.900738749,0.0,4566240.878071144 
 02/05  04:00:00,,,,,,,,,2991641.181758675,0.0,4566240.878071144 
 02/05  05:00:00,,,,,,,,,3176415.9444065653,0.0,4566240.878071144 
 02/05  06:00:00,,,,,,,,,3377082.287439835,0.0,7220548.399287781 
 02/05  07:00:00,,,,,,,,,3468457.8520910875,0.0,7767452.652862512 
 02/05  08:00:00,,,,,,,,,26837503.420572296,64182.62768424394,7768055.761130117 
 02/05  09:00:00,,,,,,,,,22002796.828060538,0.0,8203066.843132262 
 02/05  10:00:00,,,,,,,,,19468777.920000892,0.0,11840054.37414814 
 02/05  11:00:00,,,,,,,,,17554388.776520446,0.0,4566240.878071144 
 02/05  12:00:00,,,,,,,,,15958477.206865363,0.0,7375310.058566228 
 02/05  13:00:00,,,,,,,,,14744497.865092413,0.0,4566240.878071144 
 02/05  14:00:00,,,,,,,,,13375101.165620955,0.0,7375472.427365873 
 02/05  15:00:00,,,,,,,,,12578643.417863691,0.0,7361168.302934457 
 02/05  16:00:00,,,,,,,,,12450439.190767657,0.0,4580758.104883677 
 02/05  17:00:00,,,,,,,,,13097396.181579715,0.0,7375720.48767906 
 02/05  18:00:00,,,,,,,,,14067163.11783025,0.0,7844181.8116656 
 02/05  19:00:00,,,,,,,,,14890263.162709605,0.0,7843483.686014069 
 02/05  20:00:00,,,,,,,,,0.0,0.0,7843302.348271 
 02/05  21:00:00,,,,,,,,,0.0,0.0,7843727.94415894 
 02/05  22:00:00,,,,,,,,,0.0,0.0,9163053.347945737 
 02/05  23:00:00,,,,,,,,,0.0,0.0,9173634.579081554 
 02/05  24:00:00,7.390625000000001,7.034895833333334,7.204924871824407,19.067708333333332,5.817708333333333,169.44519942972946,-14.268309566161582,53798056.28188485,311234.1354337509,0.0,8168066.695029522 
 02/06  01:00:00,,,,,,,,,720636.3437164911,0.0,4566240.878071144 
 02/06  02:00:00,,,,,,,,,981407.0859140388,0.0,4566240.878071144 
 02/06  03:00:00,,,,,,,,,1134770.8146709353,0.0,4566240.878071144 
 02/06  04:00:00,,,,,,,,,1683951.6122149597,0.0,7220417.687076004 
 02/06  05:00:00,,,,,,,,,1922303.4565534936,0.0,4566240.878071144 
 02/06  06:00:00,,,,,,,,,1610077.7135060248,0.0,4566240.878071144 
 02/06  07:00:00,,,,,,,,,1125932.7961544818,0.0,7767255.325556961 
 02/06  08:00:00,,,,,,,,,22227485.46476652,312573.30413402326,7766960.461947265 
 02/06  09:00:00,,,,,,,,,18792136.7277421,0.0,11840032.322796594 
 02/06  10:00:00,,,,,,,,,16315373.316239992,0.0,8202502.414466452 
 02/06  11:00:00,,,,,,,,,14440594.29236108,0.0,7375321.514431237 
 02/06  12:00:00,,,,,,,,,12931459.101394188,0.0,4566240.878071144 
 02/06  13:00:00,,,,,,,,,11611073.76780401,0.0,7375205.752740139 
 02/06  14:00:00,,,,,,,,,10428950.430998297,0.0,5814014.017116533 
 02/06  15:00:00,,,,,,,,,9546971.390332038,0.0,6127367.363508216 
 02/06  16:00:00,,,,,,,,,9321768.394888498,0.0,7375125.79076388 
 02/06  17:00:00,,,,,,,,,10269406.41115735,0.0,4566240.878071144 
 02/06  18:00:00,,,,,,,,,11903685.339589268,0.0,7843488.532356765 
 02/06  19:00:00,,,,,,,,,12267446.573623914,0.0,9696076.61618763 
 02/06  20:00:00,,,,,,,,,0.0,0.0,9269043.65631998 
 02/06  21:00:00,,,,,,,,,0.0,0.0,7843550.359410547 
 02/06  22:00:00,,,,,,,,,0.0,0.0,7768038.50282602 
 02/06  23:00:00,,,,,,,,,0.0,0.0,7767310.273397836 
 02/06  24:00:00,9.855208333333332,8.997916666666667,9.390057162524409,19.458333333333332,5.25,169.42337704183066,-14.002258851405182,51473718.357310064,0.0,0.0,7767404.733318583 
 02/07  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 02/07  02:00:00,,,,,,,,,0.0,0.0,7220921.198016716 
 02/07  03:00:00,,,,,,,,,49216.616638670646,0.0,4566240.878071144 
 02/07  04:00:00,,,,,,,,,282546.7785555074,0.0,4566240.878071144 
 02/07  05:00:00,,,,,,,,,548895.156864135,0.0,5824179.674076272 
 02/07  06:00:00,,,,,,,,,759794.3301084678,0.0,5962407.847051262 
 02/07  07:00:00,,,,,,,,,952691.5630799786,0.0,7767980.418643342 
 02/07  08:00:00,,,,,,,,,21515788.240255103,275587.2603241296,7767552.012259277 
 02/07  09:00:00,,,,,,,,,17339157.271823812,0.0,8778895.396094449 
 02/07  10:00:00,,,,,,,,,14364904.214624953,0.0,11263596.587170616 
 02/07  11:00:00,,,,,,,,,12117772.236627033,0.0,4566240.878071144 
 02/07  12:00:00,,,,,,,,,10503393.127369042,0.0,7375623.833759738 
 02/07  13:00:00,,,,,,,,,9373682.948155552,0.0,5068671.59982354 
 02/07  14:00:00,,,,,,,,,7719320.7135026455,0.0,6872993.846872906 
 02/07  15:00:00,,,,,,,,,5490960.704472732,0.0,7375275.775789027 
 02/07  16:00:00,,,,,,,,,4702937.699552717,0.0,4566240.878071144 
 02/07  17:00:00,,,,,,,,,6472591.762609638,0.0,7375177.475841415 
 02/07  18:00:00,,,,,,,,,9345433.640796812,0.0,7844355.225955687 
 02/07  19:00:00,,,,,,,,,10401387.282476539,0.0,7843572.4429504825 
 02/07  20:00:00,,,,,,,,,0.0,0.0,7843318.874096781 
 02/07  21:00:00,,,,,,,,,0.0,0.0,8776269.826342097 
 02/07  22:00:00,,,,,,,,,0.0,0.0,9173595.357585078 
 02/07  23:00:00,,,,,,,,,0.0,0.0,8651688.8588663 
 02/07  24:00:00,9.648437500000002,8.134895833333333,8.841076591828052,29.9375,91.71354166666667,169.40454978043516,-13.73211516698165,53815406.15942909,0.0,0.0,7767396.164855742 
 02/08  01:00:00,,,,,,,,,35441.20454431436,0.0,4566240.878071144 
 02/08  02:00:00,,,,,,,,,196335.1779291457,0.0,4566240.878071144 
 02/08  03:00:00,,,,,,,,,470330.10829067195,0.0,5623623.519077745 
 02/08  04:00:00,,,,,,,,,749223.9159726908,0.0,6162990.334874613 
 02/08  05:00:00,,,,,,,,,784932.1126545945,0.0,4566240.878071144 
 02/08  06:00:00,,,,,,,,,124159.9018395665,0.0,4566240.878071144 
 02/08  07:00:00,,,,,,,,,234297.2744498541,0.0,7767277.792542234 
 02/08  08:00:00,,,,,,,,,20008541.255638696,229693.81166271312,8557828.988119368 
 02/08  09:00:00,,,,,,,,,15702472.536252975,0.0,10942850.614534363 
 02/08  10:00:00,,,,,,,,,13484180.164389364,0.0,8202348.105243821 
 02/08  11:00:00,,,,,,,,,11532255.343799012,0.0,7375779.713384196 
 02/08  12:00:00,,,,,,,,,9869530.20185985,0.0,4566240.878071144 
 02/08  13:00:00,,,,,,,,,8752846.587994985,0.0,7375803.402958207 
 02/08  14:00:00,,,,,,,,,7674200.566756304,0.0,7375711.009944401 
 02/08  15:00:00,,,,,,,,,6269053.994848818,0.0,4566240.878071144 
 02/08  16:00:00,,,,,,,,,6389649.862972649,0.0,7375492.937503984 
 02/08  17:00:00,,,,,,,,,8762384.463475686,0.0,4566240.878071144 
 02/08  18:00:00,,,,,,,,,10862479.950468596,0.0,8673950.015364882 
 02/08  19:00:00,,,,,,,,,11178904.257247243,0.0,10181043.883831795 
 02/08  20:00:00,,,,,,,,,0.0,0.0,7953768.620149266 
 02/08  21:00:00,,,,,,,,,525209.3140323765,0.0,7844250.782586599 
 02/08  22:00:00,,,,,,,,,2191276.4489430976,0.0,7767300.965070286 
 02/08  23:00:00,,,,,,,,,3505911.870821437,0.0,7767417.907338696 
 02/08  24:00:00,8.315104166666666,6.991666666666666,7.619013616787162,25.604166666666668,35.260416666666664,169.38870955831894,-13.45797743076992,51380447.98008572,4268539.596987801,0.0,7768042.979224694 
 02/09  01:00:00,,,,,,,,,1772432.440870108,0.0,6591664.491674019 
 02/09  02:00:00,,,,,,,,,1915100.670793104,0.0,5195063.324329658 
 02/09  03:00:00,,,,,,,,,2254525.491989889,0.0,4566240.878071144 
 02/09  04:00:00,,,,,,,,,2587735.696729202,0.0,4566240.878071144 
 02/09  05:00:00,,,,,,,,,2890002.0968729705,0.0,7220932.285064828 
 02/09  06:00:00,,,,,,,,,3211817.859767393,0.0,4566240.878071144 
 02/09  07:00:00,,,,,,,,,3442328.9219797296,0.0,7767425.793237744 
 02/09  08:00:00,,,,,,,,,24405811.17835529,246246.62507548052,7767481.764276857 
 02/09  09:00:00,,,,,,,,,19813024.84747463,0.0,9763205.98580987 
 02/09  10:00:00,,,,,,,,,16544596.112855079,0.0,10277878.962204639 
 02/09  11:00:00,,,,,,,,,14073312.124046229,0.0,4566240.878071144 
 02/09  12:00:00,,,,,,,,,12194046.539941333,0.0,7375740.858277103 
 02/09  13:00:00,,,,,,,,,10869318.259868748,0.0,7375764.607430046 
 02/09  14:00:00,,,,,,,,,9128546.258850003,0.0,4566240.878071144 
 02/09  15:00:00,,,,,,,,,7322797.75060058,0.0,7375788.320158013 
 02/09  16:00:00,,,,,,,,,6564428.098177082,0.0,4566240.878071144 
 02/09  17:00:00,,,,,,,,,8419271.4348405,0.0,7375811.996544212 
 02/09  18:00:00,,,,,,,,,11753118.7914894,0.0,7843500.157258602 
 02/09  19:00:00,,,,,,,,,13139101.764436666,0.0,7844265.553531308 
 02/09  20:00:00,,,,,,,,,0.0,0.0,7843286.961221269 
 02/09  21:00:00,,,,,,,,,17240.870779538393,0.0,10096522.543577736 
 02/09  22:00:00,,,,,,,,,264770.9855350629,0.0,8768235.149649123 
 02/09  23:00:00,,,,,,,,,1039883.7080410989,0.0,7767457.622988796 
 02/09  24:00:00,3.7161458333333344,1.2828125,2.75718539899851,37.864583333333336,53.057291666666664,169.37584471626184,-13.179945264619446,53842470.9289342,1944025.3974062784,0.0,7767277.126862546 
 02/10  01:00:00,,,,,,,,,2530864.213274328,0.0,4566240.878071144 
 02/10  02:00:00,,,,,,,,,3012039.836194031,0.0,4566240.878071144 
 02/10  03:00:00,,,,,,,,,3742630.9711593855,0.0,7220899.161265165 
 02/10  04:00:00,,,,,,,,,4240312.16098877,0.0,4566240.878071144 
 02/10  05:00:00,,,,,,,,,4510418.766642554,0.0,4566240.878071144 
 02/10  06:00:00,,,,,,,,,4718205.256445531,0.0,4566240.878071144 
 02/10  07:00:00,,,,,,,,,4897468.378956433,0.0,8432281.330345878 
 02/10  08:00:00,,,,,,,,,28514323.837127965,118029.00775640272,9174491.845853113 
 02/10  09:00:00,,,,,,,,,22696440.55858792,0.0,9488181.828547064 
 02/10  10:00:00,,,,,,,,,19400022.65050776,0.0,8203166.2123337565 
 02/10  11:00:00,,,,,,,,,16292073.551252298,0.0,7375810.40123152 
 02/10  12:00:00,,,,,,,,,13744849.025622131,0.0,7375641.275784006 
 02/10  13:00:00,,,,,,,,,12150897.582624238,0.0,4566240.878071144 
 02/10  14:00:00,,,,,,,,,9711218.381033044,0.0,7375438.12021364 
 02/10  15:00:00,,,,,,,,,7926480.0679512145,0.0,4566240.878071144 
 02/10  16:00:00,,,,,,,,,9458534.890840407,0.0,7375285.4423412 
 02/10  17:00:00,,,,,,,,,11968557.328107616,0.0,5608576.295100239 
 02/10  18:00:00,,,,,,,,,13366909.501488075,0.0,9908443.961029537 
 02/10  19:00:00,,,,,,,,,13926334.861883879,0.0,7843454.715439187 
 02/10  20:00:00,,,,,,,,,0.0,0.0,7843453.565837298 
 02/10  21:00:00,,,,,,,,,0.0,0.0,7843496.384613609 
 02/10  22:00:00,,,,,,,,,1346534.3847089414,0.0,7768073.092541577 
 02/10  23:00:00,,,,,,,,,3315662.537183692,0.0,7767256.234150167 
 02/10  24:00:00,2.3859375000000003,0.45208333333333334,1.608284905396468,30.471354166666668,130.17447916666666,169.36594008824986,-12.89811892846666,51070819.43444942,2104022.6140883574,0.0,7767499.98774851 
 02/11  01:00:00,,,,,,,,,1723169.9398286722,0.0,7220921.133060308 
 02/11  02:00:00,,,,,,,,,1944480.790914591,0.0,4566240.878071144 
 02/11  03:00:00,,,,,,,,,2025162.822197317,0.0,4566240.878071144 
 02/11  04:00:00,,,,,,,,,2007380.2707781238,0.0,7220346.760455029 
 02/11  05:00:00,,,,,,,,,1940716.003387828,0.0,4566240.878071144 
 02/11  06:00:00,,,,,,,,,1881645.0398685415,0.0,4566240.878071144 
 02/11  07:00:00,,,,,,,,,1842261.6914582078,0.0,7768018.41297327 
 02/11  08:00:00,,,,,,,,,22625039.80613765,319767.91943803284,7767417.915152151 
 02/11  09:00:00,,,,,,,,,18334605.77870293,0.0,11802805.647888392 
 02/11  10:00:00,,,,,,,,,16141758.590873184,0.0,8240224.722790983 
 02/11  11:00:00,,,,,,,,,14175627.196018463,0.0,7375135.489329639 
 02/11  12:00:00,,,,,,,,,12067312.342753612,0.0,4566240.878071144 
 02/11  13:00:00,,,,,,,,,10432495.500991054,0.0,7375127.7128974795 
 02/11  14:00:00,,,,,,,,,9749472.100174695,0.0,4566240.878071144 
 02/11  15:00:00,,,,,,,,,9667745.32673011,0.0,7375170.516609903 
 02/11  16:00:00,,,,,,,,,9851969.174689278,0.0,6696274.026819389 
 02/11  17:00:00,,,,,,,,,10276953.876732288,0.0,5245230.789531516 
 02/11  18:00:00,,,,,,,,,10534063.244239382,0.0,7844353.347657014 
 02/11  19:00:00,,,,,,,,,10540915.80351338,0.0,8153492.000848362 
 02/11  20:00:00,,,,,,,,,0.0,0.0,10181118.36379823 
 02/11  21:00:00,,,,,,,,,0.0,0.0,8473314.306180505 
 02/11  22:00:00,,,,,,,,,0.0,0.0,7767292.42982471 
 02/11  23:00:00,,,,,,,,,0.0,0.0,7767983.858813763 
 02/11  24:00:00,9.319270833333333,8.273437500000002,8.770682128840425,21.760416666666668,1.3333333333333333,169.35897707222531,-12.612599255969664,53864392.4019951,0.0,0.0,7767433.261755606 
 02/12  01:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 02/12  02:00:00,,,,,,,,,0.0,0.0,7220935.722880357 
 02/12  03:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 02/12  04:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 02/12  05:00:00,,,,,,,,,0.0,0.0,4566240.878071144 
 02/12  06:00:00,,,,,,,,,0.0,0.0,7220372.231698713 
 02/12  07:00:00,,,,,,,,,0.0,0.0,7767220.225052328 
 02/12  08:00:00,,,,,,,,,19487076.247756336,224005.36461336658,7767924.197918105 
 02/12  09:00:00,,,,,,,,,14729243.380149912,0.0,8202709.127059339 
 02/12  10:00:00,,,,,,,,,12623001.309645085,0.0,11840350.038393449 
 02/12  11:00:00,,,,,,,,,10945384.096542854,0.0,4566240.878071144 
 02/12  12:00:00,,,,,,,,,9695927.799089558,0.0,7375258.929563276 
 02/12  13:00:00,,,,,,,,,8919387.807000276,0.0,4566240.878071144 
 02/12  14:00:00,,,,,,,,,8694339.813843414,0.0,7375167.715837484 
 02/12  15:00:00,,,,,,,,,9113803.053687686,0.0,5950633.697341471 
 02/12  16:00:00,,,,,,,,,12135661.561157169,0.0,5990734.21312425 
 02/12  17:00:00,,,,,,,,,13263179.811090447,0.0,7375136.8989673555 
 02/12  18:00:00,,,,,,,,,11328460.679508872,0.0,7843738.53567634 
 02/12  19:00:00,,,,,,,,,11703573.415202761,0.0,7843712.198158523 
 02/12  20:00:00,,,,,,,,,0.0,0.0,7843320.907439024 
 02/12  21:00:00,,,,,,,,,0.0,0.0,7843703.301175767 
 02/12  22:00:00,,,,,,,,,0.0,0.0,8507062.025680434 
 02/12  23:00:00,,,,,,,,,0.0,0.0,9173624.799828611 
 02/12  24:00:00,9.856770833333334,8.734895833333333,9.253916670333405,20.763020833333332,1.4270833333333333,169.3549337060084,-12.323487591745144,53795717.49377529,232402.62440416595,0.0,8823750.477013879 
 02/13  01:00:00,,,,,,,,,1236052.6420135961,0.0,4566240.878071144 
 02/13  02:00:00,,,,,,,,,1939764.7649273663,0.0,4566240.878071144 
 02/13  03:00:00,,,,,,,,,2166806.5822621365,0.0,4566240.878071144 
 02/13  04:00:00,,,,,,,,,2384774.960931372,0.0,7220467.904395716 
 02/13  05:00:00,,,,,,,,,2641536.7595784143,0.0,4566240.878071144 
 02/13  06:00:00,,,,,,,,,2663009.006678403,0.0,4566240.878071144 
 02/13  07:00:00,,,,,,,,,2818389.2840304817,0.0,7767554.772544838 
 02/13  08:00:00,,,,,,,,,23834613.888957918,305936.12868612073,7767072.2883079685 
 02/13  09:00:00,,,,,,,,,19088278.49721812,0.0,11840313.87269375 
 02/13  10:00:00,,,,,,,,,15945167.128537118,0.0,8202761.871445535 
 02/13  11:00:00,,,,,,,,,13563538.337329771,0.0,7375756.794212272 
 02/13  12:00:00,,,,,,,,,11470291.907813959,0.0,4566240.878071144 
 02/13  13:00:00,,,,,,,,,10052523.124227308,0.0,7375780.519290015 
 02/13  14:00:00,,,,,,,,,7667490.300866881,0.0,4566240.878071144 
 02/13  15:00:00,,,,,,,,,4140416.072439512,0.0,7375804.207630031 
 02/13  16:00:00,,,,,,,,,4038139.654282206,0.0,7375703.174268749 
 02/13  17:00:00,,,,,,,,,4674026.088398084,0.0,4566240.878071144 
 02/13  18:00:00,,,,,,,,,8953441.147436962,0.0,7843723.115395264 
 02/13  19:00:00,,,,,,,,,10944692.819633849,0.0,9098709.803265505 
 02/13  20:00:00,,,,,,,,,0.0,0.0,9865948.583424214 
 02/13  21:00:00,,,,,,,,,0.0,0.0,7843453.337531082 
 02/13  22:00:00,,,,,,,,,34501.89088561778,0.0,7767908.108863197 
 02/13  23:00:00,,,,,,,,,377903.0584341674,0.0,7767679.563252339 
 02/13  24:00:00,5.625,4.756770833333333,5.229393869972142,29.924479166666668,160.64322916666666,169.35378474800333,-12.030885730285165,51476394.06458739,752994.3701246501,0.0,7767209.53771493 
 02/14  01:00:00,,,,,,,,,1424328.284115672,0.0,4566240.878071144 
 02/14  02:00:00,,,,,,,,,1902400.4264138571,0.0,7220591.450739188 
 02/14  03:00:00,,,,,,,,,2168502.2741472553,0.0,4566240.878071144 
 02/14  04:00:00,,,,,,,,,2307534.699506412,0.0,4566240.878071144 
 02/14  05:00:00,,,,,,,,,2444528.315664661,0.0,4566240.878071144 
 02/14  06:00:00,,,,,,,,,2724288.6157603567,0.0,7220671.546779371 
 02/14  07:00:00,,,,,,,,,2985096.9143462502,0.0,7767706.209875844 
 02/14  08:00:00,,,,,,,,,24440424.482021105,240070.06556715583,7767954.172618062 
 02/14  09:00:00,,,,,,,,,19319998.8072946,0.0,8332590.5993236005 
 02/14  10:00:00,,,,,,,,,16361469.330234136,0.0,11710418.648240972 
 02/14  11:00:00,,,,,,,,,13629576.245613527,0.0,4566240.878071144 
 02/14  12:00:00,,,,,,,,,11221267.928996637,0.0,7375717.644639481 
 02/14  13:00:00,,,,,,,,,9596370.45747541,0.0,4566240.878071144 
 02/14  14:00:00,,,,,,,,,7878541.666575894,0.0,7375741.428854767 
 02/14  15:00:00,,,,,,,,,5765895.18316238,0.0,7375765.1771327555 
 02/14  16:00:00,,,,,,,,,4456289.126241269,0.0,4566240.878071144 
 02/14  17:00:00,,,,,,,,,6562426.81951173,0.0,7375788.888988145 
 02/14  18:00:00,,,,,,,,,10298987.020794395,0.0,7844258.576386718 
 02/14  19:00:00,,,,,,,,,11896554.901298381,0.0,7843453.26142831 
 02/14  20:00:00,,,,,,,,,0.0,0.0,7843319.2062696535 
 02/14  21:00:00,,,,,,,,,1643.6803431563824,0.0,8179262.53707576 
 02/14  22:00:00,,,,,,,,,200794.9623518147,0.0,9173787.543922305 
 02/14  23:00:00,,,,,,,,,616426.9948242893,0.0,9173769.066725252 
 02/14  24:00:00,2.9552083333333337,2.5783382187269392,2.7733808359709755,42.635416666666664,40.205729166666664,169.3555017622922,-11.734895856623579,53805264.30246266,1218786.9673980677,0.0,7828925.970945552 
 02/15  01:00:00,,,,,,,,,2079740.8906695459,0.0,4566240.878071144 
 02/15  02:00:00,,,,,,,,,2860953.5806698725,0.0,4566240.878071144 
 02/15  03:00:00,,,,,,,,,3395578.572061117,0.0,4566240.878071144 
 02/15  04:00:00,,,,,,,,,3617133.5808693212,0.0,7220763.874297804 
 02/15  05:00:00,,,,,,,,,4034821.3337604813,0.0,4566240.878071144 
 02/15  06:00:00,,,,,,,,,4366310.720499406,0.0,4566240.878071144 
 02/15  07:00:00,,,,,,,,,4687820.635184404,0.0,7767203.360798005 
 02/15  08:00:00,,,,,,,,,27434250.160876412,159543.20186353213,7978564.355570751 
 02/15  09:00:00,,,,,,,,,21163749.834992126,0.0,11600006.032452108 
 02/15  10:00:00,,,,,,,,,17207468.57158139,0.0,8202387.739879701 
 02/15  11:00:00,,,,,,,,,13489840.652074073,0.0,7375143.262726964 
 02/15  12:00:00,,,,,,,,,10763552.41977439,0.0,4566240.878071144 
 02/15  13:00:00,,,,,,,,,8908794.1998883,0.0,7375211.931031117 
 02/15  14:00:00,,,,,,,,,5899232.301735326,0.0,6840129.969172658 
 02/15  15:00:00,,,,,,,,,3351668.8542960687,926031.7499277836,5101442.146131301 
 02/15  16:00:00,,,,,,,,,3486444.8406153885,4383672.1179692205,7375501.078541396 
 02/15  17:00:00,,,,,,,,,4175934.730154312,1436416.8613299835,4566240.878071144 
 02/15  18:00:00,,,,,,,,,6291592.90324397,0.0,7843461.411274325 
 02/15  19:00:00,,,,,,,,,9024767.736582343,0.0,10133228.543230465 
 02/15  20:00:00,,,,,,,,,0.0,0.0,8831970.520704158 
 02/15  21:00:00,,,,,,,,,0.0,0.0,7843759.2778646145 
 02/15  22:00:00,,,,,,,,,22386.375325081703,0.0,7767920.453801639 
 02/15  23:00:00,,,,,,,,,389019.9989391192,0.0,7767205.634112993 
 02/15  24:00:00,4.0484374999999995,2.2995915386040706,3.2591266090222413,28.03125,175.234375,169.36005320771713,-11.435620488814811,51448965.269882284,721722.9612313136,0.0,7767712.30215532 
 02/16  01:00:00,,,,,,,,,766430.0381934319,0.0,4566240.878071144 
 02/16  02:00:00,,,,,,,,,1140641.842407182,0.0,7220372.704894252 
 02/16  03:00:00,,,,,,,,,1955901.3429622485,0.0,4566240.878071144 
 02/16  04:00:00,,,,,,,,,2663523.684483354,0.0,4566240.878071144 
 02/16  05:00:00,,,,,,,,,2643796.3351601874,0.0,7220919.087947119 
 02/16  06:00:00,,,,,,,,,3010305.267665009,0.0,4566240.878071144 
 02/16  07:00:00,,,,,,,,,3473476.0889053657,0.0,7768076.219415588 
 02/16  08:00:00,,,,,,,,,25371587.55239697,167870.69629603467,7767424.642319276 
 02/16  09:00:00,,,,,,,,,19806131.345883228,0.0,9105837.754890839 
 02/16  10:00:00,,,,,,,,,16439532.886478018,0.0,10936032.458277002 
 02/16  11:00:00,,,,,,,,,13631803.622807646,0.0,4566240.878071144 
 02/16  12:00:00,,,,,,,,,11885621.120315665,0.0,7375140.165897347 
 02/16  13:00:00,,,,,,,,,11368787.565092312,0.0,6097436.275858842 
 02/16  14:00:00,,,,,,,,,11547685.779657785,0.0,5843930.484025112 
